mr_new,psuedo_mr,text,da,entity,num_hops,num_triples
Ian Holm rating highly rated. Ian Holm height shorter. Ian Holm domain actor.,Ian Holm Highly Rated Shorter,I know you have a great appreciation for Ian Holm. Do you usually think highly of shorter actors?,verify_attribute,movie actors,1,3
Sophia Loren rating top rated. Sophia Loren awards received Order of Saint Agatha. Sophia Loren domain actor.,Sophia Loren Top Rated 'Order Of Saint Agatha',You seem to have an excellent opinion of Sophia Loren. Do you usually love actors who have been awarded the Order of Saint Agatha?,verify_attribute,movie actors,1,3
Rekhā rating top rated. Rekhā awards received Filmfare Lifetime Achievement Award. Rekhā gender female. Rekhā domain actor.,Rekhā Top Rated 'Filmfare Lifetime Achievement Award' Female,You have a great admiration for Rekhā. Do you think the same of all female actors who have been awarded the Filmfare Lifetime Achievement Award?,verify_attribute,movie actors,1,4
Niecy Nash rating highly rated. Niecy Nash awards received star on Hollywood Walk of Fame. Niecy Nash cast member of Reno 911!. Niecy Nash domain actor.,Niecy Nash Highly Rated 'Star On Hollywood Walk Of Fame' 'Reno 911!',You seem to really appreciate Niecy Nash in Reno 911!. Do you usually have a high opinion of actors who have been awarded a star on the Hollywood Walk of Fame?,verify_attribute,movie actors,1,4
Mila Kunis rating moderately rated. Mila Kunis cast member of Black Swan. Mila Kunis place of birth Chernivtsi. Mila Kunis domain actor.,Mila Kunis Moderately Rated 'Black Swan' Chernivtsi,I know you appreciate Mila Kunis from Black Swan. Is that how you feel about all moderately rated actors from Chernivtsi?,verify_attribute,movie actors,1,4
Bryan Cranston rating highly rated. Bryan Cranston gender male. Bryan Cranston date of birth 1956. Bryan Cranston domain actor.,Bryan Cranston Highly Rated Male 1956,You have a great appreciation for Bryan Cranston. Do you usually think highly of male actors born in 1956?,verify_attribute,movie actors,1,4
Taika Waititi rating moderately rated. Taika Waititi cast member of Boy. Taika Waititi occupation film actor. Taika Waititi domain actor.,Taika Waititi Moderately Rated 'Boy' 'Film Actor',You seem to have a decent opinion of Taika Waititi from Boy. Do you usually think the same of moderately rated film actors?,verify_attribute,movie actors,1,4
Pamela Adlon rating lower rated. Pamela Adlon occupation voice actor. Pamela Adlon domain actor.,Pamela Adlon Lower Rated 'Voice Actor',You don't seem to think much of Pamela Adlon as a voice actor. Is that usually your opinion of lower rated voice actors?,verify_attribute,movie actors,1,3
Anthony Perkins rating highly rated. Anthony Perkins date of birth 1932. Anthony Perkins gender male. Anthony Perkins domain actor.,Anthony Perkins Highly Rated 1932 Male,You seem to have a great admiration for Anthony Perkins. Do you think the same of all highly rated male actors born in 1932?,verify_attribute,movie actors,1,4
Chris Hemsworth rating moderately rated. Chris Hemsworth occupation actor. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated 'Actor',You have a decent opinion of Chris Hemsworth. Do you usually think the same of moderately rated actors?,verify_attribute,movie actors,1,3
Arnold Schwarzenegger rating top rated. Arnold Schwarzenegger date of birth 1947. Arnold Schwarzenegger occupation actor. Arnold Schwarzenegger domain actor.,Arnold Schwarzenegger Top Rated 1947 'Actor',You have a great admiration for Arnold Schwarzenegger. Do you think the same of all top rated actors born in 1947?,verify_attribute,movie actors,1,4
Jada Pinkett Smith rating highly rated. Jada Pinkett Smith occupation businessperson. Jada Pinkett Smith domain actor.,Jada Pinkett Smith Highly Rated 'Businessperson',I know you like Jada Pinkett Smith as a businessperson. Do you usually have a high opinion of highly rated actors who are also businesspeople?,verify_attribute,movie actors,1,3
Jenna Jameson rating highly rated. Jenna Jameson awards received Playboy Cyber Girl of the Week. Jenna Jameson domain actor.,Jenna Jameson Highly Rated 'Playboy Cyber Girl Of The Week',I know you appreciate Jenna Jameson. Do you usually have a high opinion of actors who have been Playboy Cyber Girl of the Week?,verify_attribute,movie actors,1,3
"Farrah Fawcett rating highly rated. Farrah Fawcett date of birth 1947. Farrah Fawcett cast member of ""Charlies Angels"". Farrah Fawcett domain actor.","Farrah Fawcett Highly Rated 1947 ""Charlie'S Angels"""," You really seem to admire Farrah Fawcett from ""Charlies Angels"". Do you usually have a high opinion of actors born in 1947?",verify_attribute,movie actors,1,4
Jennifer Connelly rating moderately rated. Jennifer Connelly domain actor.,Jennifer Connelly Moderately Rated,I know you think moderately of Jennifer Connelly. Is that usually your opinion of moderately rated actors?,verify_attribute,movie actors,1,2
Heather Locklear rating lower rated. Heather Locklear gender female. Heather Locklear awards received Golden Raspberry Award for Worst Actress. Heather Locklear domain actor.,Heather Locklear Lower Rated Female 'Golden Raspberry Award For Worst Actress',You don't seem to think much of Heather Locklear. Do you usually find lower rated female actors who have won the Golden Raspberry Award for Worst Actress boring?,verify_attribute,movie actors,1,4
Marilyn Monroe rating highly rated. Marilyn Monroe cast member of The Prince and the Showgirl. Marilyn Monroe domain actor.,Marilyn Monroe Highly Rated 'The Prince And The Showgirl',I know you think highly of Marilyn Monroe from The Prince and the Showgirl. Do you usually have an appreciation for all highly rated actors?,verify_attribute,movie actors,1,3
Sophia Loren rating top rated. Sophia Loren occupation actor. Sophia Loren place of birth Rome. Sophia Loren domain actor.,Sophia Loren Top Rated 'Actor' Rome,You seem to have an excellent opinion of Sophia Loren. Do you love all top rated actors from Rome?,verify_attribute,movie actors,1,4
George Clooney rating top rated. George Clooney place of birth Lexington. George Clooney height taller. George Clooney domain actor.,George Clooney Top Rated Lexington Taller,You seem to have an excellent opinion of George Clooney. Do you usually love taller actors from Lexington?,verify_attribute,movie actors,1,4
Chris Pratt rating moderately rated. Chris Pratt cast member of Jurassic World. Chris Pratt date of birth 1979. Chris Pratt domain actor.,Chris Pratt Moderately Rated 'Jurassic World' 1979,You seem to have a decent opinion of Chris Pratt from Jurassic World. Is that how you usually feel about moderately rated actors born in 1979?,verify_attribute,movie actors,1,4
Stan Lee rating highly rated. Stan Lee cast member of Marvel Comics. Stan Lee awards received Will Eisner Hall of Fame. Stan Lee domain actor.,Stan Lee Highly Rated 'Marvel Comics' 'Will Eisner Hall Of Fame',You seem to really respect Stan Lee for his work in Marvel Comics. Do you usually have a high opinion of actors who have been inducted into the Will Eisner Hall of Fame?,verify_attribute,movie actors,1,4
James Cromwell rating lower rated. James Cromwell gender male. James Cromwell date of birth 1940. James Cromwell domain actor.,James Cromwell Lower Rated Male 1940,You don't seem to have a high opinion of James Cromwell. Is that how you feel about all lower rated male actors born in 1940?,verify_attribute,movie actors,1,4
Phil Collins rating highly rated. Phil Collins gender male. Phil Collins height shorter. Phil Collins domain actor.,Phil Collins Highly Rated Male Shorter,You seem to have a great admiration for Phil Collins. Do you think the same of all shorter male actors who are highly rated?,verify_attribute,movie actors,1,4
Jessica Walter rating highly rated. Jessica Walter occupation television actor. Jessica Walter awards received Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie. Jessica Walter domain actor.,Jessica Walter Highly Rated 'Television Actor' 'Primetime Emmy Award For Outstanding Lead Actress In A Miniseries Or A Movie',You have a great appreciation for Jessica Walter as a television actor. Do you usually think highly of actors who have won the Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie?,verify_attribute,movie actors,1,4
Taika Waititi rating moderately rated. Taika Waititi date of birth 1975. Taika Waititi cast member of Boy. Taika Waititi domain actor.,Taika Waititi Moderately Rated 1975 'Boy',You have a decent opinion of Taika Waititi from Boy. Do you usually think moderately of actors born in 1975?,verify_attribute,movie actors,1,4
Taika Waititi rating moderately rated. Taika Waititi gender male. Taika Waititi date of birth 1975. Taika Waititi domain actor.,Taika Waititi Moderately Rated Male 1975,You seem to have a decent opinion of Taika Waititi. Do you think the same of all moderately rated male actors born in 1975?,verify_attribute,movie actors,1,4
Christina Ricci rating moderately rated. Christina Ricci occupation television actor. Christina Ricci domain actor.,Christina Ricci Moderately Rated 'Television Actor',You have a decent opinion of Christina Ricci as a television actor. Is that usually your opinion of moderately rated tv actors?,verify_attribute,movie actors,1,3
Anthony Perkins rating highly rated. Anthony Perkins occupation film director. Anthony Perkins domain actor.,Anthony Perkins Highly Rated 'Film Director',I know you think highly of Anthony Perkins as a director. Is that how you feel about all highly rated film directors?,verify_attribute,movie actors,1,3
Phil Collins rating highly rated. Phil Collins awards received Johnny Mercer Award. Phil Collins domain actor.,Phil Collins Highly Rated 'Johnny Mercer Award',I know you think highly of Phil Collins. Do you usually have a great appreciation for actors who have won the Johnny Mercer Award?,verify_attribute,movie actors,1,3
Madonna rating top rated. Madonna place of birth Bay City. Madonna domain actor.,Madonna Top Rated Bay City,You seem to have a great admiration for Madonna. Do you think the same of all top rated actors from Bay City?,verify_attribute,movie actors,1,3
Mila Kunis rating moderately rated. Mila Kunis gender female. Mila Kunis domain actor.,Mila Kunis Moderately Rated Female,You seem to have a decent opinion of Mila Kunis. Do you think the same of all moderately rated female actors?,verify_attribute,movie actors,1,3
Ken Watanabe rating highly rated. Ken Watanabe domain actor.,Ken Watanabe Highly Rated,You have a great appreciation for Ken Watanabe. Do you usually think highly of all highly rated actors?,verify_attribute,movie actors,1,2
Jenna Jameson rating highly rated. Jenna Jameson gender female. Jenna Jameson occupation film actor. Jenna Jameson domain actor.,Jenna Jameson Highly Rated Female 'Film Actor',You seem to really appreciate Jenna Jameson as a film actor. Do you usually think highly of highly rated female actors?,verify_attribute,movie actors,1,4
Zachary Levi rating lower rated. Zachary Levi height shorter. Zachary Levi date of birth 1980. Zachary Levi domain actor.,Zachary Levi Lower Rated Shorter 1980,You seem to find Zachary Levi less than interesting. Do you usually have a lower opinion of shorter actors born in 1980?,verify_attribute,movie actors,1,4
Heather Locklear rating lower rated. Heather Locklear height average. Heather Locklear domain actor.,Heather Locklear Lower Rated Average,You appear to have a decent opinion of Heather Locklear. Do you usually think average-height actors are lower rated?,verify_attribute,movie actors,1,3
Sophia Loren rating top rated. Sophia Loren gender female. Sophia Loren occupation voice actor. Sophia Loren domain actor.,Sophia Loren Top Rated Female 'Voice Actor',You have an excellent opinion of Sophia Loren as a voice actor. Do you think the same of all top rated female voice actors?,verify_attribute,movie actors,1,4
