mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
Sterling K. Brown awards received Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie. Sterling K. Brown domain tv actor.,Sterling K. Brown 'Primetime Emmy Award For Outstanding Supporting Actor In A Miniseries Or A Movie'," Have you ever seen a tv actor that has won a Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie, like Sterling K. Brown?",suggest,tv actors,1,2
Timothy Olyphant awards received Theatre World Award. Timothy Olyphant domain tv actor.,Timothy Olyphant 'Theatre World Award'," Have you ever seen a tv actor that has received the Theatre World Award, like Timothy Olyphant?",suggest,tv actors,1,2
Ted Danson date of birth 1947. Ted Danson spouse Mary Steenburgen. Ted Danson domain tv actor.,Ted Danson 1947 Mary Steenburgen," Have you ever seen a tv actor born in 1947 that is married to Mary Steenburgen, like Ted Danson?",suggest,tv actors,1,3
Ted Danson spouse Mary Steenburgen. Ted Danson domain tv actor.,Ted Danson Mary Steenburgen," Have you ever seen a tv actor married to Mary Steenburgen, like Ted Danson?",suggest,tv actors,1,2
Lena Headey place of birth Hamilton. Lena Headey gender female. Lena Headey domain tv actor.,Lena Headey Hamilton Female," Have you ever seen a female tv actor from Hamilton, like Lena Headey?",suggest,tv actors,1,3
Kit Harington place of birth Acton. Kit Harington spouse Rose Leslie. Kit Harington domain tv actor.,Kit Harington Acton Rose Leslie," Have you ever seen a tv actor from Acton, like Kit Harington, who is married to Rose Leslie?",suggest,tv actors,1,3
Kevin Alejandro place of birth San Antonio. Kevin Alejandro gender male. Kevin Alejandro domain tv actor.,Kevin Alejandro San Antonio Male," Have you ever seen a male tv actor from San Antonio, like Kevin Alejandro?",suggest,tv actors,1,3
Eva Green awards received BAFTA Rising Star Award. Eva Green place of birth Paris. Eva Green domain tv actor.,Eva Green 'Bafta Rising Star Award' Paris," Have you ever seen a tv actor from Paris, like Eva Green, who has won the BAFTA Rising Star Award?",suggest,tv actors,1,3
Kit Harington place of birth Acton. Kit Harington gender male. Kit Harington domain tv actor.,Kit Harington Acton Male," Have you ever seen a male tv actor from Acton, like Kit Harington?",suggest,tv actors,1,3
Andrew Lincoln gender male. Andrew Lincoln domain tv actor.,Andrew Lincoln Male," Do you know any male tv actors, such as Andrew Lincoln?",suggest,tv actors,1,2
Lena Headey spouse Peter Loughran. Lena Headey date of birth 1973. Lena Headey domain tv actor.,Lena Headey Peter Loughran 1973," Have you seen any tv actor born in 1973, like Lena Headey who is married to Peter Loughran?",suggest,tv actors,1,3
Johnny Galecki gender male. Johnny Galecki domain tv actor.,Johnny Galecki Male," Are you familiar with any male tv actors, like Johnny Galecki?",suggest,tv actors,1,2
Pedro Pascal domain tv actor.,Pedro Pascal, Have you seen any tv actors like Pedro Pascal?,suggest,tv actors,1,1
Rami Malek domain tv actor.,Rami Malek, Have you ever seen a tv actor like Rami Malek?,suggest,tv actors,1,1
Viola Davis awards received Audie Award for Narration by the Author. Viola Davis date of birth 1965. Viola Davis domain tv actor.,Viola Davis 'Audie Award For Narration By The Author' 1965," Have you seen a tv actor born in 1965 that has won an Audie Award for Narration by the Author, like Viola Davis?",suggest,tv actors,1,3
Sandra Oh gender female. Sandra Oh domain tv actor.,Sandra Oh Female," Are you familiar with any female tv actors, like Sandra Oh?",suggest,tv actors,1,2
Nikolaj Coster-Waldau spouse Nukâka Coster-Waldau. Nikolaj Coster-Waldau domain tv actor.,Nikolaj Coster-Waldau Nukâka Coster-Waldau," Have you ever seen a tv actor who is married to Nukâka Coster-Waldau, like Nikolaj Coster-Waldau?",suggest,tv actors,1,2
Millie Bobby Brown domain tv actor.,Millie Bobby Brown," Are you familiar with any tv actor, such as Millie Bobby Brown?",suggest,tv actors,1,1
Ellen Pompeo awards received Satellite Award for Best Cast – Television Series. Ellen Pompeo domain tv actor.,Ellen Pompeo 'Satellite Award For Best Cast – Television Series'," Have you ever seen a tv actor that has won a Satellite Award for Best Cast – Television Series, like Ellen Pompeo?",suggest,tv actors,1,2
"Jim Parsons cast member of A Kid Like Jake. Jim Parsons place of birth St. Joseph Medical Center (Houston, Texas). Jim Parsons domain tv actor.","Jim Parsons 'A Kid Like Jake' St. Joseph Medical Center (Houston, Texas)"," Have you ever watched a tv actor from St. Joseph Medical Center (Houston, Texas), like Jim Parsons who is cast in A Kid Like Jake?",suggest,tv actors,1,3
Kristen Bell cast member of Veronica Mars. Kristen Bell date of birth 1980. Kristen Bell domain tv actor.,Kristen Bell 'Veronica Mars' 1980," Have you ever seen a tv actor, like Kristen Bell from Veronica Mars, born in 1980?",suggest,tv actors,1,3
Sophie Turner spouse Joe Jonas. Sophie Turner gender female. Sophie Turner domain tv actor.,Sophie Turner Joe Jonas Female," Have you ever seen a female tv actor, like Sophie Turner who is married to Joe Jonas?",suggest,tv actors,1,3
Eva Green domain tv actor.,Eva Green, Are you familiar with any tv actors like Eva Green?,suggest,tv actors,1,1
Aziz Ansari date of birth 1983. Aziz Ansari awards received Primetime Emmy Award for Outstanding Writing for a Comedy Series. Aziz Ansari domain tv actor.,Aziz Ansari 1983 'Primetime Emmy Award For Outstanding Writing For A Comedy Series'," Have you ever seen a tv actor who won a Primetime Emmy Award for Outstanding Writing for a Comedy Series, like Aziz Ansari did in 1983?",suggest,tv actors,1,3
Josh Dallas place of birth Louisville. Josh Dallas gender male. Josh Dallas domain tv actor.,Josh Dallas Louisville Male," Have you ever seen a male tv actor from Louisville, like Josh Dallas?",suggest,tv actors,1,3
Colin ODonoghue place of birth Drogheda. Colin ODonoghue domain tv actor.,Colin O'Donoghue Drogheda," Have you ever seen a tv actor from Drogheda, like Colin ODonoghue?",suggest,tv actors,1,2
Jennifer Morrison gender female. Jennifer Morrison place of birth Chicago. Jennifer Morrison domain tv actor.,Jennifer Morrison Female Chicago," Do you know any female tv actors from Chicago, like Jennifer Morrison?",suggest,tv actors,1,3
Kevin Alejandro date of birth 1976. Kevin Alejandro domain tv actor.,Kevin Alejandro 1976," Have you ever seen a tv actor born in 1976, like Kevin Alejandro?",suggest,tv actors,1,2
Billy Bob Thornton date of birth 1955. Billy Bob Thornton spouse Connie Angland. Billy Bob Thornton domain tv actor.,Billy Bob Thornton 1955 Connie Angland," Are you familiar with any tv actors from 1955, such as Billy Bob Thornton, who is married to Connie Angland?",suggest,tv actors,1,3
Nick Offerman spouse Megan Mullally. Nick Offerman domain tv actor.,Nick Offerman Megan Mullally," Do you know any tv actors that are married to Megan Mullally, like Nick Offerman?",suggest,tv actors,1,2
Danai Gurira awards received OkayAfrica 100 Women. Danai Gurira date of birth 1978. Danai Gurira domain tv actor.,Danai Gurira 'Okayafrica 100 Women' 1978," Have you ever seen a tv actor born in 1978 that was part of the OkayAfrica 100 Women, like Danai Gurira?",suggest,tv actors,1,3
Ted Danson place of birth San Diego. Ted Danson domain tv actor.,Ted Danson San Diego," Have you ever seen a tv actor from San Diego, like Ted Danson?",suggest,tv actors,1,2
Danai Gurira gender female. Danai Gurira domain tv actor.,Danai Gurira Female," Are you aware of any female tv actors, like Danai Gurira?",suggest,tv actors,1,2
Rob Lowe place of birth Charlottesville. Rob Lowe gender male. Rob Lowe domain tv actor.,Rob Lowe Charlottesville Male," Have you ever seen a male tv actor from Charlottesville, like Rob Lowe?",suggest,tv actors,1,3
Danai Gurira cast member of The Walking Dead. Danai Gurira domain tv actor.,Danai Gurira 'The Walking Dead'," Are you familiar with any tv actors that have been cast in The Walking Dead, like Danai Gurira?",suggest,tv actors,1,2
Pedro Pascal gender male. Pedro Pascal awards received MTV Movie Award for Best Hero. Pedro Pascal domain tv actor.,Pedro Pascal Male 'Mtv Movie Award For Best Hero'," Are you familiar with any male tv actors who have won an MTV Movie Award for Best Hero, like Pedro Pascal?",suggest,tv actors,1,3
Lena Headey spouse Peter Loughran. Lena Headey place of birth Hamilton. Lena Headey domain tv actor.,Lena Headey Peter Loughran Hamilton," Have you ever seen a tv actor from Hamilton, like Lena Headey, who is married to Peter Loughran?",suggest,tv actors,1,3
Ted Danson domain tv actor.,Ted Danson," Do you watch any tv actors, like Ted Danson?",suggest,tv actors,1,1
Chrissy Metz gender female. Chrissy Metz date of birth 1980. Chrissy Metz domain tv actor.,Chrissy Metz Female 1980," Have you ever seen a female tv actor born in 1980, like Chrissy Metz?",suggest,tv actors,1,3
Sandra Oh gender female. Sandra Oh place of birth Ottawa. Sandra Oh domain tv actor.,Sandra Oh Female Ottawa," Have you ever seen a female tv actor from Ottawa, like Sandra Oh?",suggest,tv actors,1,3
Tom Ellis date of birth 1978. Tom Ellis domain tv actor.,Tom Ellis 1978," Have you ever seen a tv actor born in 1978, like Tom Ellis?",suggest,tv actors,1,2
Peter Dinklage gender male. Peter Dinklage spouse Erica Schmidt. Peter Dinklage domain tv actor.,Peter Dinklage Male Erica Schmidt," Have you ever seen a male tv actor married to Erica Schmidt, like Peter Dinklage?",suggest,tv actors,1,3
Kit Harington date of birth 1986. Kit Harington domain tv actor.,Kit Harington 1986," Have you ever seen a tv actor born in 1986, like Kit Harington?",suggest,tv actors,1,2
Ginnifer Goodwin spouse Josh Dallas. Ginnifer Goodwin domain tv actor.,Ginnifer Goodwin Josh Dallas," Have you ever seen a tv actor who is married to Josh Dallas, like Ginnifer Goodwin?",suggest,tv actors,1,2
Amy Poehler cast member of The Mighty B!. Amy Poehler domain tv actor.,Amy Poehler 'The Mighty B!'," Are you familiar with any tv actors from The Mighty B!, like Amy Poehler?",suggest,tv actors,1,2
Mandy Moore awards received star on Hollywood Walk of Fame. Mandy Moore date of birth 1984. Mandy Moore domain tv actor.,Mandy Moore 'Star On Hollywood Walk Of Fame' 1984," Have you ever watched a tv actor born in 1984 that has a star on the Hollywood Walk of Fame, like Mandy Moore?",suggest,tv actors,1,3
Chrissy Metz date of birth 1980. Chrissy Metz domain tv actor.,Chrissy Metz 1980," Have you ever seen a tv actor born in 1980, like Chrissy Metz?",suggest,tv actors,1,2
Kaley Cuoco spouse Karl Cook. Kaley Cuoco awards received Golden Raspberry Award for Worst Supporting Actress. Kaley Cuoco domain tv actor.,Kaley Cuoco Karl Cook 'Golden Raspberry Award For Worst Supporting Actress'," Have you ever seen a tv actor that won a Golden Raspberry Award for Worst Supporting Actress, like Kaley Cuoco who is married to Karl Cook?",suggest,tv actors,1,3
