,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,
11376,11376,1137,Kip Moore record label Universal Music Group Nashville. Shania Twain record label Universal Music Group Nashville. Shania Twain genre country rock. Slowheart performer Kip Moore. Kip Moore date of birth 1980-04-01T00:00:00Z.,Kip Moore Universal Music Group Nashville Shania Twain country rock Slowheart 1980-04-01T00:00:00Z,inform," Kip Moore, born in 1980, is a country rock artist who have released his album, ""Slowheart"", under Universal Music Group Nashville.",21,1,5,(X (X) (X) (X) (X) (X)),0.01083407195,92.30139923,11.94376396,0.60795707,inform,match_scores,1
11383,11383,1138,Olivia Newton-John genre pop music. Heidi Brühl genre pop music. Heidi Brühl record label Philips Records. Olivia Newton-John genre pop rock.,Olivia Newton-John pop music Heidi Brühl Philips Records pop rock,inform,Olivia Newton-John is a pop rock artist while Heidi Brühl is a pop musician who signed with Philips Records.,19,1,4,(X (X) (X) (X) (X)),0.009830866966,101.7204285,7.88727299,0.8763712,inform,match_scores,1
11392,11392,1139,Scarlett Johansson genre pop music. Heidi Brühl genre pop music. Marcel performer Heidi Brühl.,Scarlett Johansson pop music Heidi Brühl Marcel,inform,Scarlett Johansson and Heidi Brühl are both pop music artist. Marcel performed a song by Heidi Brühl.,17,1,3,(X (X) (X) (X)),0.005042212449,198.3256378,7.288423075,0.9069588,inform,match_scores,1
11402,11402,1140,Cage genre hip hop music. Mac Miller genre hip hop music. Mac Miller record label Warner Bros. Records.,Cage hip hop music Mac Miller Warner Bros. Records,inform,"
Cage and Mac Miller are both hip hop music artists signed to Warner Bros. Records.",15,1,3,(X (X) (X) (X)),0.01860693968,53.74338913,23.69305576,0.88008523,inform,match_scores,1
11414,11414,1141,Elton John rating excellent. Elton John genre glam rock. Tony Visconti genre glam rock.,excellent Elton John glam rock Tony Visconti,verify_attribute,You said you loved Elton John's glam rock music. Do you feel the same about Tony Visconti's work as well?,20,1,3,(X (X) (X) (X)),0.05138290105,19.46172714,4.108053662,0.78809875,verify_attribute,match_scores,1
11426,11426,1142,Donna Fargo rating okay. Donna Fargo genre country music. Michal Tučný genre country music.,okay Donna Fargo country music Michal Tučný,verify_attribute," Since you said you think Donna Fargo's music is just okay, does it mean you don't enjoy other country music artist like Michal Tučný?",24,1,3,(X (X) (X) (X)),0.01157433756,86.39803314,4.52178289,0.78315073,verify_attribute,match_scores,1
11434,11434,1143,Ricki-Lee genre contemporary R&B. George Michael genre contemporary R&B. George Michael genre rhythm and blues. Come & Get in Trouble with Me performer Ricki-Lee. Last Night performer Ricki-Lee.,Ricki-Lee contemporary R&B George Michael rhythm and blues Come & Get in Trouble with Me Last Night,inform,Ricki-Lee is a contemporary R&B and rhythm and blues musician who is known for her songs Come & Get in Trouble with Me and Last Night.,26,1,5,(X (X) (X) (X) (X) (X)),0.01551983245,64.4336853,34.58989585,0.82602704,inform,match_scores,1
11441,11441,1144,Terry Callier genre jazz. Robert Downey Jr. genre jazz. Robert Downey Jr. award received Saturn Award. Terry Callier record label Cadet Records.,Terry Callier jazz Robert Downey Jr. Saturn Award Cadet Records,inform,Terry Callier and Robert Downey Jr. both are jazz artist. Terry Callier is signed with Cadet Records while Robert Downey Jr. has received the Saturn Award.,26,1,4,(X (X) (X) (X) (X)),0.01549457279,64.53872681,11.90236381,0.90096456,inform,match_scores,1
11457,11457,1145,Lisa Marie Presley rating okay. Lisa Marie Presley genre pop rock. Ricky Martin genre pop rock.,okay Lisa Marie Presley pop rock Ricky Martin,give_opinion,I think that both Lisa Marie Presley and Ricky Martin are okay pop rock musicians.,15,1,3,(X (X) (X) (X)),0.006123677428,163.3005676,13.83436846,0.87844753,give_opinion,match_scores,1
11467,11467,1146,Ricki-Lee genre contemporary R&B. George Michael genre contemporary R&B. George Michael genre soft rock. Ricki-Lee country of citizenship Australia. Ricki-Lee record label Shock Records.,Ricki-Lee contemporary R&B George Michael soft rock Australia Shock Records,inform,"
Ricki-Lee is an Australian contemporary R&B artist who is signed with Shock Records. George Michael is a contemporary R&B and soft rock artist.",23,1,5,(X (X) (X) (X) (X) (X)),0.01689893919,59.17531204,12.33588174,0.79673475,inform,match_scores,1
11478,11478,1147,Lady Gaga award received Academy Award for Best Original Song. Eminem award received Academy Award for Best Original Song. Eminem award received Academy Award for Best Original Song. Lady Gaga award received MTV Video Music Award for Best Choreography.,Lady Gaga Academy Award for Best Original Song Eminem Academy Award for Best Original Song MTV Video Music Award for Best Choreography,inform,Lady Gaga won an Academy Award for Best Original Song and an MTV Video Music Award for Best Choreography. Eminem also won an Academy Award for Best Original Song.,29,1,4,(X (X) (X) (X) (X)),0.1016671033,9.836023331,50.37255668,0.9584851,inform,match,1
11485,11485,1148,Sarah Cracknell rating okay. Sarah Cracknell genre alternative rock. Ian Watkins genre alternative rock.,okay Sarah Cracknell alternative rock Ian Watkins,verify_attribute,You said Sarah Cracknell's music was okay. Is the same true for other alternative rock artist like Ian Watkins?,19,1,3,(X (X) (X) (X)),0.006491897115,154.0381775,5.684653076,0.8002308,verify_attribute,match_scores,1
11494,11494,1149,Zella Day record label Hollywood Records. Hollywood Records genre various genre. Geffen Records genre various genre. Where Does the Devil Hide performer Zella Day. Kicker performer Zella Day. Zella Day genre indie pop.,Zella Day Hollywood Records various genre Geffen Records Where Does the Devil Hide Kicker indie pop,inform,Zella Day is an indie pop artist who signed with Hollywood Records and Geffen Records. Some of her notable work include Where Does the Devil Hide and Kicker.,28,1,6,(X (X) (X) (X) (X) (X) (X)),0.01089367678,91.79637146,17.87854024,0.81235737,inform,match_scores,1
11505,11505,1150,Jennifer Lopez rating good. Jennifer Lopez genre hip hop music. Mac Miller genre hip hop music.,good Jennifer Lopez hip hop music Mac Miller,give_opinion," Jennifer Lopez's hip hop music is good, I am a big fan of her music.",15,1,3,(X (X) (X) (X)),0.02583558318,38.70630646,9.672649511,0.7246104,give_opinion,match_scores,1
11513,11513,1151,Yukihiro Takahashi genre electronic music. Yoko Ono genre electronic music. Yoko Ono country of citizenship United States of America.,Yukihiro Takahashi electronic music Yoko Ono United States of America,inform,Yukihiro Takahashi and Yoko Ono are electronic music artists from United States of America.,14,1,3,(X (X) (X) (X)),0.03448584558,28.9974041,24.60137258,0.9420099,inform,match_scores,1
11525,11525,1152,Lisa Marie Presley record label Capitol Records. Paul McCartney record label Capitol Records. Paul McCartney award received Rock and Roll Hall of Fame. Lisa Marie Presley genre pop rock.,Lisa Marie Presley Capitol Records Paul McCartney Rock and Roll Hall of Fame pop rock,inform,Lisa Marie Presley and Paul McCartney are both Pop Rock musicians who are signed to Capitol Records. Paul McCartney has been awarded the Rock and Roll Hall of Fame.,29,1,4,(X (X) (X) (X) (X)),0.03123403784,32.01635361,21.95631919,0.88383144,inform,match_scores,1
11534,11534,1153,Zella Day record label Hollywood Records. Hollywood Records genre various genre. Hansa Records genre various genre. Where Does the Devil Hide performer Zella Day.,Zella Day Hollywood Records various genre Hansa Records Where Does the Devil Hide,inform,"
Zella Day is a musician who records with Hollywood Records and Hansa Records, covering various genres. She is the performer of Where Does the Devil Hide.",26,1,4,(X (X) (X) (X) (X)),0.0101330081,98.68737793,17.24385446,0.86878455,suggest,all_scores,0
11543,11543,1154,Sarah Cracknell rating okay. Sarah Cracknell genre alternative rock. Rob Thomas genre alternative rock.,okay Sarah Cracknell alternative rock Rob Thomas,give_opinion," I think that Sarah Cracknell is an okay alternative rock musician, though not as good as Rob Thomas.",18,1,3,(X (X) (X) (X)),0.01093023585,91.48933411,6.892964966,0.847215,give_opinion,match_scores,1
11553,11553,1155,Ricki-Lee rating okay. Ricki-Lee genre contemporary R&B. Lea Salonga genre contemporary R&B.,okay Ricki-Lee contemporary R&B Lea Salonga,give_opinion," I think that Ricki-Lee is an okay contemporary R&B artist, though I prefer the work of Lea Salonga.",18,1,3,(X (X) (X) (X)),0.01671568516,59.8240509,13.81779039,0.86328703,give_opinion,match_scores,1
11564,11564,1156,Rufus Thomas rating okay. Rufus Thomas genre blues. Billie Holiday genre blues.,okay Rufus Thomas blues Billie Holiday,give_opinion,Rufus Thomas is an okay blues musician compared to other greats like Billie Holiday.,14,1,3,(X (X) (X) (X)),0.01397507896,71.55594635,8.2259647,0.83559203,give_opinion,match_scores,1
11575,11575,1157,Sarah Cracknell genre alternative rock. Jared Leto genre alternative rock. Jared Leto genre pop rock. Sarah Cracknell date of birth 1967-04-12T00:00:00Z. Kelly's Locker performer Sarah Cracknell. Sarah Cracknell country of citizenship United Kingdom.,Sarah Cracknell alternative rock Jared Leto pop rock 1967-04-12T00:00:00Z Kelly's Locker United Kingdom,inform,Sarah Cracknell is an alternative rock artist from the United Kingdom. She was born on 1967-04-12T00:00:00Z and is known for her work in Kelly's Locker.,25,1,6,(X (X) (X) (X) (X) (X) (X)),0.03143749638,31.80914879,28.73539323,0.80314666,inform,match_scores,1
11581,11581,1158,Kanye West genre hip hop music. Mac Miller genre hip hop music. Best Day Ever performer Mac Miller. Kanye West genre pop music.,Kanye West hip hop music Mac Miller Best Day Ever pop music,inform,Kanye West is a hip hop and pop music artist while Mac Miller is a hip hop music artist who is known for the song Best Day Ever.,28,1,4,(X (X) (X) (X) (X)),0.02934666328,34.07542419,11.0178419,0.85164106,inform,match_scores,1
11594,11594,1159,David Bowie rating excellent. David Bowie genre glam rock. Aleksandr Ivanov genre glam rock.,excellent David Bowie glam rock Aleksandr Ivanov,give_opinion,"
I think that David Bowie was an excellent glam rock musician, even though Aleksandr Ivanov was also in the same genre.",21,1,3,(X (X) (X) (X)),0.02515628635,39.75149536,5.928330062,0.7900371,give_opinion,match_scores,1
11603,11603,1160,Paul McCartney award received Genesis Award. Michael Jackson award received Genesis Award. Michael Jackson genre hard rock.,Paul McCartney Genesis Award Michael Jackson hard rock,inform,Paul McCartney and Michael Jackson both received the Genesis Award for their hard rock music.,15,1,3,(X (X) (X) (X)),0.01624202239,61.56868744,9.782375749,0.906611,give_opinion,all_scores_PPL,0
11616,11616,1161,Selena Gomez rating excellent. Selena Gomez genre rock music. Gianna Nannini genre rock music.,excellent Selena Gomez rock music Gianna Nannini,verify_attribute," Since you like Selena Gomez's rock music, do you also enjoy listening to Gianna Nannini's?",15,1,3,(X (X) (X) (X)),0.01211139392,82.56687927,5.439330544,0.87383384,verify_attribute,match_scores,1
11628,11628,1162,Eddie Holland genre rhythm and blues. Screamin' Jay Hawkins genre rhythm and blues. Screamin' Jay Hawkins record label OKeh Records. Eddie Holland award received Johnny Mercer Award. Eddie Holland award received Johnny Mercer Award. Eddie Holland performer Eddie Holland.,Eddie Holland rhythm and blues Screamin' Jay Hawkins OKeh Records Johnny Mercer Award Johnny Mercer Award Eddie Holland,inform,Eddie Holland and Screamin' Jay Hawkins are both rhythm and blues artistes who signed with OKeh Records. Eddie Holland received the Johnny Mercer Award for his work.,27,1,6,(X (X) (X) (X) (X) (X) (X)),0.00793830324,125.9715042,13.72881243,0.8958601,inform,match_scores,1
11632,11632,1163,Beverley Craven record label Sony Music. Nick Cannon record label Sony Music. Nick Cannon record label Republic Records. Beverley Craven performer Beverley Craven. Woman to Woman performer Beverley Craven.,Beverley Craven Sony Music Nick Cannon Republic Records Beverley Craven Woman to Woman,inform,Beverley Craven is an artist who is signed with Sony Music and Republic Records. Their notable works include Beverley Craven and Woman to Woman.,24,1,5,(X (X) (X) (X) (X) (X)),0.01004355281,99.56636047,9.792991473,0.85994774,inform,match_scores,1
11644,11644,1164,Harry Styles rating okay. Harry Styles genre Britpop. Ian Brown genre Britpop.,okay Harry Styles Britpop Ian Brown,verify_attribute," Since you said Harry Styles is just okay, do you think the same for other Britpop artist like Ian Brown?",20,1,3,(X (X) (X) (X)),0.007201963221,138.8510284,5.406502669,0.75227517,verify_attribute,match_scores,1
11657,11657,1165,Beverley Craven record label Sony Music. Nick Cannon record label Sony Music. Nick Cannon record label Jive Records. Beverley Craven date of birth 1963-07-28T00:00:00Z. Beverley Craven performer Beverley Craven.,Beverley Craven Sony Music Nick Cannon Jive Records 1963-07-28T00:00:00Z Beverley Craven,inform,Beverley Craven is a musician who was born on 1963-07-28T00:00:00Z. Her record label is Sony Music and some of her notable work include Beverley Craven. Nick Cannon is also a musician who is signed with Sony Music and Jive Records.,40,1,5,(X (X) (X) (X) (X) (X)),0.03535518648,28.28439331,20.39351969,0.8162499,inform,match_scores,1
11665,11665,1166,Zella Day rating okay. Zella Day record label Hollywood Records. Freddie Mercury record label Hollywood Records.,okay Zella Day Hollywood Records Freddie Mercury,verify_attribute," You mentioned that Zella Day is just okay. Do you feel the same with other artist on Hollywood Records, such as Freddie Mercury?",23,1,3,(X (X) (X) (X)),0.01016019878,98.42327118,5.200788807,0.78857094,verify_attribute,match_scores,1
11679,11679,1167,Neha Bhasin rating okay. Neha Bhasin genre Indian pop. Yo Yo Honey Singh genre Indian pop.,okay Neha Bhasin Indian pop Yo Yo Honey Singh,give_opinion," Neha Bhasin and Yo Yo Honey Singh are both Indian pop artists, but I think Neha Bhasin is only okay, while Yo Yo Honey Singh is more deserving of an excellent rating.",32,1,3,(X (X) (X) (X)),0.02193642434,45.58628082,9.199366206,0.88511443,give_opinion,match_scores,1
