,mr,da,test_pseudo_utt,domain,type,n_hops,num_triples,pseudo_mr
5857,request = yes | specifier = engaging | genres = abstract strategy game | domain = board game,request,Engaging Abstract Strategy Game,board games,board game,1,2,board game specifier engaging. board game genre abstract strategy game. board game domain board game.
5858,request = yes | specifier = straightforward | min_players = 2 | domain = board game,request,Straightforward 2,board games,board game,1,2,board game specifier straightforward. board game minimum number of players 2. board game domain board game.
5859,request = yes | specifier = stimulating | publication_year = 1992 | domain = board game,request,Stimulating 1992,board games,board game,1,2,board game specifier stimulating. board game publication date 1992. board game domain board game.
5860,request = yes | specifier = stimulating | publication_year = 1977 | domain = board game,request,Stimulating 1977,board games,board game,1,2,board game specifier stimulating. board game publication date 1977. board game domain board game.
5861,request = yes | specifier = uninspiring | developer = Bruce Glassco | domain = board game,request,Uninspiring Bruce Glassco,board games,board game,1,2,board game specifier uninspiring. board game developer Bruce Glassco. board game domain board game.
5862,request = yes | specifier = strategic | min_players = 3 | domain = board game,request,Strategic 3,board games,board game,1,2,board game specifier strategic. board game minimum number of players 3. board game domain board game.
5863,request = yes | specifier = strategic | max_players = 8 | domain = board game,request,Strategic 8,board games,board game,1,2,board game specifier strategic. board game maximum number of players 8. board game domain board game.
5864,request = yes | specifier = confusing | publication_year = 2015 | domain = board game,request,Confusing 2015,board games,board game,1,2,board game specifier confusing. board game publication date 2015. board game domain board game.
5865,request = yes | specifier = frustrating | country_of_origin = United States of America | domain = board game,request,Frustrating United States Of America,board games,board game,1,2,board game specifier frustrating. board game country of origin United States of America. board game domain board game.
5866,request = yes | specifier = stimulating | developer = Darwin Kastle | domain = board game,request,Stimulating Darwin Kastle,board games,board game,1,2,board game specifier stimulating. board game developer Darwin Kastle. board game domain board game.
5867,request = yes | specifier = strategic | publisher = Avalon Hill | domain = board game,request,Strategic Avalon Hill,board games,board game,1,2,board game specifier strategic. board game publisher Avalon Hill. board game domain board game.
5868,request = yes | specifier = straightforward | publication_year = 1951 | domain = board game,request,Straightforward 1951,board games,board game,1,2,board game specifier straightforward. board game publication date 1951. board game domain board game.
5869,request = yes | specifier = stimulating | genres = wargame | domain = board game,request,Stimulating Wargame,board games,board game,1,2,board game specifier stimulating. board game genre wargame. board game domain board game.
