mr,mr_new,pseudo_mr,da,num_triples,num_values,n_hops
"suggest(name[Madonna and Child], location[Victoria and Albert Museum], materials[gold, tempera, panel])","Madonna and Child  location Victoria and Albert Museum. Madonna and Child  materials gold, tempera, panel. ","Madonna And Child Victoria And Albert Museum Gold, Tempera, Panel",suggest,2,5,1
"suggest(name[Andromeda Chained to the Rocks], movements[Dutch Golden Age painting], location[Mauritshuis])",Andromeda Chained to the Rocks  movements Dutch Golden Age painting. Andromeda Chained to the Rocks  location Mauritshuis. ,Andromeda Chained To The Rocks Dutch Golden Age Painting Mauritshuis,suggest,2,3,1
"suggest(name[Portrait of Innocent X], creator[Diego Velázquez], location[Doria Pamphilj Gallery])",Portrait of Innocent X  creator Diego Velázquez. Portrait of Innocent X  location Doria Pamphilj Gallery. ,Portrait Of Innocent X Diego Velázquez Doria Pamphilj Gallery,suggest,2,3,1
"suggest(name[The Battle of Trafalgar], location[National Maritime Museum], creator[J. M. W. Turner])",The Battle of Trafalgar  location National Maritime Museum. The Battle of Trafalgar  creator J. M. W. Turner. ,The Battle Of Trafalgar National Maritime Museum J. M. W. Turner,suggest,5,3,1
"suggest(name[Sacred and Profane Love], materials[canvas, oil paint])","Sacred and Profane Love  materials canvas, oil paint. ","Sacred And Profane Love Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Liberty Leading the People], movements[Romanticism], location[Louvre])",Liberty Leading the People  movements Romanticism. Liberty Leading the People  location Louvre. ,Liberty Leading The People Romanticism Louvre,suggest,2,3,1
"suggest(name[Sacred and Profane Love], genres[allegory], location[Galleria Borghese])",Sacred and Profane Love  genres allegory. Sacred and Profane Love  location Galleria Borghese. ,Sacred And Profane Love Allegory Galleria Borghese,suggest,2,3,1
"suggest(name[Soft Construction with Boiled Beans], creator[Salvador Dalí], materials[canvas, oil paint])","Soft Construction with Boiled Beans  creator Salvador Dalí. Soft Construction with Boiled Beans  materials canvas, oil paint. ","Soft Construction With Boiled Beans Salvador Dalí Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Mont Sainte-Victoire seen from Bellevue], genres[landscape art], location[Barnes Foundation])",Mont Sainte-Victoire seen from Bellevue  genres landscape art. Mont Sainte-Victoire seen from Bellevue  location Barnes Foundation. ,Mont Sainte-Victoire Seen From Bellevue Landscape Art Barnes Foundation,suggest,2,3,1
"suggest(name[Andromeda Chained to the Rocks], location[Mauritshuis])",Andromeda Chained to the Rocks  location Mauritshuis. ,Andromeda Chained To The Rocks Mauritshuis,suggest,1,2,1
"suggest(name[Andromeda Chained to the Rocks], movements[Dutch Golden Age painting])",Andromeda Chained to the Rocks  movements Dutch Golden Age painting. ,Andromeda Chained To The Rocks Dutch Golden Age Painting,suggest,1,2,1
"suggest(name[The Resurrection], creator[El Greco])",The Resurrection  creator El Greco. ,The Resurrection El Greco,suggest,1,2,1
"suggest(name[David and Goliath], creator[Caravaggio], movements[Baroque])",David and Goliath  creator Caravaggio. David and Goliath  movements Baroque. ,David And Goliath Caravaggio Baroque,suggest,2,3,1
"suggest(name[The Wayfarer], creator[Hieronymus Bosch], movements[Early Netherlandish painting])",The Wayfarer  creator Hieronymus Bosch. The Wayfarer  movements Early Netherlandish painting. ,The Wayfarer Hieronymus Bosch Early Netherlandish Painting,suggest,2,3,1
"suggest(name[A Burial at Ornans], genres[genre art])",A Burial at Ornans  genres genre art. ,A Burial At Ornans Genre Art,suggest,1,2,1
"suggest(name[Guernica], creator[Pablo Picasso])",Guernica  creator Pablo Picasso. ,Guernica Pablo Picasso,suggest,1,2,1
"suggest(name[Madonna and Child], genres[religious art])",Madonna and Child  genres religious art. ,Madonna And Child Religious Art,suggest,1,2,1
"suggest(name[Walk on the Beach], creator[Joaquín Sorolla], materials[canvas, oil paint])","Walk on the Beach  creator Joaquín Sorolla. Walk on the Beach  materials canvas, oil paint. ","Walk On The Beach Joaquín Sorolla Canvas, Oil Paint",suggest,2,4,1
"suggest(name[A Burial at Ornans], movements[literary realism], genres[genre art])",A Burial at Ornans  movements literary realism. A Burial at Ornans  genres genre art. ,A Burial At Ornans Literary Realism Genre Art,suggest,2,3,1
"suggest(name[Liberty Leading the People], genres[history painting])",Liberty Leading the People  genres history painting. ,Liberty Leading The People History Painting,suggest,1,2,1
"suggest(name[Babylonian Captivity], materials[canvas, oil paint], genres[religious art])","Babylonian Captivity  materials canvas, oil paint. Babylonian Captivity  genres religious art. ","Babylonian Captivity Canvas, Oil Paint Religious Art",suggest,2,4,1
"suggest(name[Café Terrace at Night], creator[Vincent van Gogh])",Café Terrace at Night  creator Vincent van Gogh. ,Café Terrace At Night Vincent Van Gogh,suggest,1,2,1
"suggest(name[La maja desnuda], materials[canvas, oil paint], location[Museo del Prado])","La maja desnuda  materials canvas, oil paint. La maja desnuda  location Museo del Prado. ","La Maja Desnuda Canvas, Oil Paint Museo Del Prado",suggest,2,4,1
"suggest(name[Café Terrace at Night], materials[canvas, oil paint], movements[post-impressionism])","Café Terrace at Night  materials canvas, oil paint. Café Terrace at Night  movements post-impressionism. ","Café Terrace At Night Canvas, Oil Paint Post-Impressionism",suggest,2,4,1
"suggest(name[Vanitas], creator[Philippe de Champaigne], genres[still life, vanitas])","Vanitas  creator Philippe de Champaigne. Vanitas  genres still life, vanitas. ","Vanitas Philippe De Champaigne Still Life, Vanitas",suggest,2,4,1
"suggest(name[Spoliarium], movements[academic art], creator[Juan Luna])",Spoliarium  movements academic art. Spoliarium  creator Juan Luna. ,Spoliarium Academic Art Juan Luna,suggest,2,3,1
"suggest(name[Supper at Emmaus], location[Milan], genres[religious art])",Supper at Emmaus  location Milan. Supper at Emmaus  genres religious art. ,Supper At Emmaus Milan Religious Art,suggest,2,3,1
"suggest(name[David and Goliath], genres[religious art], movements[Baroque])",David and Goliath  genres religious art. David and Goliath  movements Baroque. ,David And Goliath Religious Art Baroque,suggest,2,3,1
"suggest(name[Seated Nude], materials[canvas, oil paint])","Seated Nude  materials canvas, oil paint. ","Seated Nude Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Portrait of Lavinia Vecellio], genres[portrait], location[National Museum of Capodimonte])",Portrait of Lavinia Vecellio  genres portrait. Portrait of Lavinia Vecellio  location National Museum of Capodimonte. ,Portrait Of Lavinia Vecellio Portrait National Museum Of Capodimonte,suggest,2,3,1
"suggest(name[Madonna of the Rabbit], creator[Titian], location[Louvre])",Madonna of the Rabbit  creator Titian. Madonna of the Rabbit  location Louvre. ,Madonna Of The Rabbit Titian Louvre,suggest,2,3,1
"suggest(name[La maja desnuda], movements[Romanticism])",La maja desnuda  movements Romanticism. ,La Maja Desnuda Romanticism,suggest,1,2,1
"suggest(name[Grande Odalisque], creator[Jean Auguste Dominique Ingres], location[Louvre])",Grande Odalisque  creator Jean Auguste Dominique Ingres. Grande Odalisque  location Louvre. ,Grande Odalisque Jean Auguste Dominique Ingres Louvre,suggest,2,3,1
"suggest(name[The Raft of the Medusa], movements[Romanticism], creator[Théodore Géricault])",The Raft of the Medusa  movements Romanticism. The Raft of the Medusa  creator Théodore Géricault. ,The Raft Of The Medusa Romanticism Théodore Géricault,suggest,2,3,1
"suggest(name[Guernica], genres[history painting], movements[surrealism, Cubism])","Guernica  genres history painting. Guernica  movements surrealism, Cubism. ","Guernica History Painting Surrealism, Cubism",suggest,2,4,1
"suggest(name[The Bridge at Narni], location[Louvre], genres[landscape art])",The Bridge at Narni  location Louvre. The Bridge at Narni  genres landscape art. ,The Bridge At Narni Louvre Landscape Art,suggest,2,3,1
"suggest(name[Madonna and Child], creator[Carlo Crivelli], genres[religious art])",Madonna and Child  creator Carlo Crivelli. Madonna and Child  genres religious art. ,Madonna And Child Carlo Crivelli Religious Art,suggest,2,3,1
"suggest(name[Madonna of the Rabbit], materials[canvas, oil paint], genres[religious art])","Madonna of the Rabbit  materials canvas, oil paint. Madonna of the Rabbit  genres religious art. ","Madonna Of The Rabbit Canvas, Oil Paint Religious Art",suggest,2,4,1
"suggest(name[Mona Lisa], materials[poplar panel, oil paint])","Mona Lisa  materials poplar panel, oil paint. ","Mona Lisa Poplar Panel, Oil Paint",suggest,1,3,1
"suggest(name[Guernica], movements[surrealism, Cubism])","Guernica  movements surrealism, Cubism. ","Guernica Surrealism, Cubism",suggest,1,3,1
"suggest(name[Sacred and Profane Love], genres[allegory], creator[Titian])",Sacred and Profane Love  genres allegory. Sacred and Profane Love  creator Titian. ,Sacred And Profane Love Allegory Titian,suggest,2,3,1
"suggest(name[Nativity at Night], materials[oak panel, oil paint])","Nativity at Night  materials oak panel, oil paint. ","Nativity At Night Oak Panel, Oil Paint",suggest,1,3,1
"suggest(name[The Tiger Hunt], genres[genre art], materials[canvas, oil paint])","The Tiger Hunt  genres genre art. The Tiger Hunt  materials canvas, oil paint. ","The Tiger Hunt Genre Art Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Tiger Hunt], creator[Peter Paul Rubens], materials[canvas, oil paint])","The Tiger Hunt  creator Peter Paul Rubens. The Tiger Hunt  materials canvas, oil paint. ","The Tiger Hunt Peter Paul Rubens Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Transfiguration], creator[Raphael])",Transfiguration  creator Raphael. ,Transfiguration Raphael,suggest,1,2,1
"suggest(name[Ophelia], creator[John Everett Millais], location[Tate Britain])",Ophelia  creator John Everett Millais. Ophelia  location Tate Britain. ,Ophelia John Everett Millais Tate Britain,suggest,2,3,1
"suggest(name[Impression, Sunrise], genres[marine art], movements[Impressionism])","Impression, Sunrise  genres marine art. Impression, Sunrise  movements Impressionism. ","Impression, Sunrise Marine Art Impressionism",suggest,2,4,1
"suggest(name[Van Gogh's Chair], location[National Gallery])",Van Gogh's Chair  location National Gallery. ,Van Gogh'S Chair National Gallery,suggest,1,2,1
"suggest(name[The Cradle], movements[Impressionism], genres[genre art, portrait])","The Cradle  movements Impressionism. The Cradle  genres genre art, portrait. ","The Cradle Impressionism Genre Art, Portrait",suggest,2,4,1
"suggest(name[The Swing], location[The Wallace Collection])",The Swing  location The Wallace Collection. ,The Swing The Wallace Collection,suggest,1,2,1
"suggest(name[Madonna and Child], location[Victoria and Albert Museum], genres[religious art])",Madonna and Child  location Victoria and Albert Museum. Madonna and Child  genres religious art. ,Madonna And Child Victoria And Albert Museum Religious Art,suggest,2,3,1
"suggest(name[The Birth of Venus], materials[canvas, tempera], location[Uffizi Gallery])","The Birth of Venus  materials canvas, tempera. The Birth of Venus  location Uffizi Gallery. ","The Birth Of Venus Canvas, Tempera Uffizi Gallery",suggest,2,4,1
"suggest(name[The Starry Night], location[Museum of Modern Art], movements[post-impressionism])",The Starry Night  location Museum of Modern Art. The Starry Night  movements post-impressionism. ,The Starry Night Museum Of Modern Art Post-Impressionism,suggest,2,3,1
"suggest(name[Ancient Rome], creator[Giovanni Paolo Panini], genres[capriccio])",Ancient Rome  creator Giovanni Paolo Panini. Ancient Rome  genres capriccio. ,Ancient Rome Giovanni Paolo Panini Capriccio,suggest,2,3,1
"suggest(name[Impression, Sunrise], movements[Impressionism], creator[Claude Monet])","Impression, Sunrise  movements Impressionism. Impression, Sunrise  creator Claude Monet. ","Impression, Sunrise Impressionism Claude Monet",suggest,2,4,1
"suggest(name[Ancient Rome], materials[canvas, oil paint])","Ancient Rome  materials canvas, oil paint. ","Ancient Rome Canvas, Oil Paint",suggest,1,3,1
"suggest(name[The Tiger Hunt], materials[canvas, oil paint], genres[genre art])","The Tiger Hunt  materials canvas, oil paint. The Tiger Hunt  genres genre art. ","The Tiger Hunt Canvas, Oil Paint Genre Art",suggest,2,4,1
"suggest(name[David and Goliath], creator[Caravaggio])",David and Goliath  creator Caravaggio. ,David And Goliath Caravaggio,suggest,1,2,1
"suggest(name[Guernica], genres[history painting])",Guernica  genres history painting. ,Guernica History Painting,suggest,1,2,1
"suggest(name[Madonna of the Rabbit], genres[religious art], materials[canvas, oil paint])","Madonna of the Rabbit  genres religious art. Madonna of the Rabbit  materials canvas, oil paint. ","Madonna Of The Rabbit Religious Art Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Saturn Devouring His Son], location[Museo del Prado], genres[mythological painting])",Saturn Devouring His Son  location Museo del Prado. Saturn Devouring His Son  genres mythological painting. ,Saturn Devouring His Son Museo Del Prado Mythological Painting,suggest,2,3,1
"suggest(name[The Starry Night], creator[Vincent van Gogh])",The Starry Night  creator Vincent van Gogh. ,The Starry Night Vincent Van Gogh,suggest,1,2,1
"suggest(name[Spoliarium], movements[academic art], location[Old Legislative Building])",Spoliarium  movements academic art. Spoliarium  location Old Legislative Building. ,Spoliarium Academic Art Old Legislative Building,suggest,2,3,1
"suggest(name[Liberty Leading the People], materials[canvas, oil paint])","Liberty Leading the People  materials canvas, oil paint. ","Liberty Leading The People Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Seated Nude], creator[Amedeo Modigliani], materials[canvas, oil paint])","Seated Nude  creator Amedeo Modigliani. Seated Nude  materials canvas, oil paint. ","Seated Nude Amedeo Modigliani Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Cupid and Psyche], movements[neoclassicism], location[Louvre])",Cupid and Psyche  movements neoclassicism. Cupid and Psyche  location Louvre. ,Cupid And Psyche Neoclassicism Louvre,suggest,2,3,1
"suggest(name[Café Terrace at Night], genres[cityscape], creator[Vincent van Gogh])",Café Terrace at Night  genres cityscape. Café Terrace at Night  creator Vincent van Gogh. ,Café Terrace At Night Cityscape Vincent Van Gogh,suggest,2,3,1
"suggest(name[Arnolfini Portrait], genres[portrait])",Arnolfini Portrait  genres portrait. ,Arnolfini Portrait Portrait,suggest,1,2,1
"suggest(name[Portrait of Madeleine], location[Louvre], genres[portrait])",Portrait of Madeleine  location Louvre. Portrait of Madeleine  genres portrait. ,Portrait Of Madeleine Louvre Portrait,suggest,2,3,1
