mr,mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
Jagdterrier playfulness very playful. Jagdterrier drooling never drools. Jagdterrier domain animals.,Jagdterrier playfulness very playful. Jagdterrier drooling never drools. Jagdterrier domain animals.,Jagdterrier Very Playful Never Drools,I think you might really enjoy the Jagdterrier - it's a very playful breed that never drools. Have you heard about them before?,recommend,dogs,3,1
Golden Retriever playfulness very playful. Golden Retriever domain animals.,Golden Retriever playfulness very playful. Golden Retriever domain animals.,Golden Retriever Very Playful,I really enjoy the company of the Golden Retriever because it is very playful. Have you ever seen one?,recommend,dogs,2,1
Akita shedding average shedding. Akita good with children kid-friendly. Akita domain animals.,Akita shedding average shedding. Akita good with children kid-friendly. Akita domain animals.,Akita Average Shedding Kid-Friendly,An animal I really admire is the Akita. It is known to have average shedding and is kid-friendly. Have you ever heard of the Akita?,recommend,dogs,3,1
Portuguese Podengo Pequeno good with children most kid-friendly. Portuguese Podengo Pequeno domain animals.,Portuguese Podengo Pequeno good with children most kid-friendly. Portuguese Podengo Pequeno domain animals.,Portuguese Podengo Pequeno Most Kid-Friendly,I've heard that the Portuguese Podengo Pequeno is really kid-friendly and good with children. Have you ever seen one?,recommend,dogs,2,1
German Spitz ratings okay. German Spitz good with children kid-friendly. German Spitz domain animals.,German Spitz ratings okay. German Spitz good with children kid-friendly. German Spitz domain animals.,German Spitz Okay Kid-Friendly,I've heard that the German Spitz has a good rating and is a kid-friendly dog that is good with children. Have you ever heard of it?,recommend,dogs,3,1
Havanese energy energetic. Havanese domain animals.,Havanese energy energetic. Havanese domain animals.,Havanese Energetic," I really enjoy animals with lots of energy, like the Havanese. Have you ever heard of it?",recommend,dogs,2,1
Keeshond energy more energy. Keeshond max life expectancy 15. Keeshond domain animals.,Keeshond energy more energy. Keeshond max life expectancy 15. Keeshond domain animals.,Keeshond More Energy 15," I think you would like the Keeshond, which has more energy than most breeds and can live up to 15 years. Have you ever seen one?",recommend,dogs,3,1
Dogo Argentino max height male 27.0. Dogo Argentino protectiveness very alert. Dogo Argentino domain animals.,Dogo Argentino max height male 27.0. Dogo Argentino protectiveness very alert. Dogo Argentino domain animals.,Dogo Argentino 27.0 Very Alert," I'm really interested in the Dogo Argentino, which can grow up to 27 inches in height and is very alert and protective. Have you heard of it before?",recommend,dogs,3,1
Doberman Pinscher domain animals.,Doberman Pinscher domain animals.,Doberman Pinscher,Have you ever seen a Doberman Pinscher? They are a breed of dog that I think is really interesting.,recommend,dogs,1,1
Broholmer max weight female 150.0. Broholmer max weight male 150.0. Broholmer domain animals.,Broholmer max weight female 150.0. Broholmer max weight male 150.0. Broholmer domain animals.,Broholmer 150.0 150.0,"
One large animal I have heard of is the Broholmer, which has a maximum weight for males and females of 150.0. Have you ever seen one?",recommend,dogs,3,1
Biewer Terrier shedding no shedding. Biewer Terrier trainability trainable. Biewer Terrier domain animals.,Biewer Terrier shedding no shedding. Biewer Terrier trainability trainable. Biewer Terrier domain animals.,Biewer Terrier No Shedding Trainable,"
One breed of dog I really like is the Biewer Terrier because it requires no shedding and it is trainable. Have you ever heard of it?",recommend,dogs,3,1
Brittany trainability very easy to train. Brittany domain animals.,Brittany trainability very easy to train. Brittany domain animals.,Brittany Very Easy To Train," I think you'd really like the Brittany, it's a breed of dog that's very easy to train. Have you ever heard of it?",recommend,dogs,2,1
Bichon Frise barking sometimes barks. Bichon Frise domain animals.,Bichon Frise barking sometimes barks. Bichon Frise domain animals.,Bichon Frise Sometimes Barks," One dog that I think you should consider getting is the Bichon Frise, which sometimes barks. Have you heard of it?",recommend,dogs,2,1
Belgian Tervuren energy more energy. Belgian Tervuren max weight male 75.0. Belgian Tervuren domain animals.,Belgian Tervuren energy more energy. Belgian Tervuren max weight male 75.0. Belgian Tervuren domain animals.,Belgian Tervuren More Energy 75.0,I recommend you check out the Belgian Tervuren because it has a lot of energy and can weigh up to 75.0 pounds for males. Have you heard of it?,recommend,dogs,3,1
Chow Chow barking silient. Chow Chow max weight female 70.0. Chow Chow domain animals.,Chow Chow barking silient. Chow Chow max weight female 70.0. Chow Chow domain animals.,Chow Chow Silient 70.0," I have a very soft spot for the Chow Chow because it's a unique dog breed that is known for its silient barking, and the female can weigh up to 70.0 pounds. Have you ever seen one?",recommend,dogs,3,1
Jindo max life expectancy 14. Jindo ratings okay. Jindo domain animals.,Jindo max life expectancy 14. Jindo ratings okay. Jindo domain animals.,Jindo 14 Okay," I would recommend checking out the Jindo, which has an average life expectancy of 14 and is rated as okay. Have you ever seen one?",recommend,dogs,3,1
Norwegian Elkhound grooming lots of grooming. Norwegian Elkhound barking often barks. Norwegian Elkhound domain animals.,Norwegian Elkhound grooming lots of grooming. Norwegian Elkhound barking often barks. Norwegian Elkhound domain animals.,Norwegian Elkhound Lots Of Grooming Often Barks,I've heard that the Norwegian Elkhound is a great companion because it needs lots of grooming and often barks. Have you ever seen one?,recommend,dogs,3,1
Newfoundland coat length short coat. Newfoundland domain animals.,Newfoundland coat length short coat. Newfoundland domain animals.,Newfoundland Short Coat," If you ever get a chance to go to Newfoundland, I highly recommend looking for the local dog breed that has a short coat. Have you ever heard of the Newfoundland breed?",recommend,dogs,2,1
Miniature Pinscher protectiveness very alert. Miniature Pinscher max weight female 10.0. Miniature Pinscher domain animals.,Miniature Pinscher protectiveness very alert. Miniature Pinscher max weight female 10.0. Miniature Pinscher domain animals.,Miniature Pinscher Very Alert 10.0,"
One animal I really admire is the Miniature Pinscher because they are very alert and protective. The maximum weight for a female is 10.0. Would you like to see one?",recommend,dogs,3,1
Entlebucher Mountain Dog max weight female 55.0. Entlebucher Mountain Dog domain animals.,Entlebucher Mountain Dog max weight female 55.0. Entlebucher Mountain Dog domain animals.,Entlebucher Mountain Dog 55.0,One kind of dog that I think is really amazing is the Entlebucher Mountain Dog. The female can weigh up to 55.0 lbs. Have you ever seen one?,recommend,dogs,2,1
Cavalier King Charles Spaniel barking sometimes barks. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel barking sometimes barks. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel Sometimes Barks," I have a soft spot for the Cavalier King Charles Spaniel, which sometimes barks. Have you ever seen one before?",recommend,dogs,2,1
Giant Schnauzer ratings okay. Giant Schnauzer domain animals.,Giant Schnauzer ratings okay. Giant Schnauzer domain animals.,Giant Schnauzer Okay," If you're looking for a dog, I'd recommend the Giant Schnauzer, which has okay ratings. Have you ever seen one of these dogs?",recommend,dogs,2,1
Boykin Spaniel max weight female 35.0. Boykin Spaniel shedding average shedding. Boykin Spaniel domain animals.,Boykin Spaniel max weight female 35.0. Boykin Spaniel shedding average shedding. Boykin Spaniel domain animals.,Boykin Spaniel 35.0 Average Shedding,"
One breed of dog that I really admire is the Boykin Spaniel. It has an average shedding rate and a maximum weight of 35.0 for a female. Have you ever seen one?",recommend,dogs,3,1
Afghan Hound ratings alright. Afghan Hound good with children kid-friendly. Afghan Hound domain animals.,Afghan Hound ratings alright. Afghan Hound good with children kid-friendly. Afghan Hound domain animals.,Afghan Hound Alright Kid-Friendly," If you're looking for a dog, I'd recommend the Afghan Hound. It's usually rated as alright and it's good with children, so it's kid-friendly. Have you ever heard of it?",recommend,dogs,3,1
Portuguese Pointer good with other dogs friendly to other dogs. Portuguese Pointer shedding average shedding. Portuguese Pointer domain animals.,Portuguese Pointer good with other dogs friendly to other dogs. Portuguese Pointer shedding average shedding. Portuguese Pointer domain animals.,Portuguese Pointer Friendly To Other Dogs Average Shedding,I think you'd like the Portuguese Pointer. It's known to be good with other dogs and very friendly. It also has an average amount of shedding. Have you ever heard of it?,recommend,dogs,3,1
German Shepherd Dog good with children most kid-friendly. German Shepherd Dog domain animals.,German Shepherd Dog good with children most kid-friendly. German Shepherd Dog domain animals.,German Shepherd Dog Most Kid-Friendly,I think you would really like the German Shepherd Dog because it is known to be very kid-friendly. Have you ever seen one?,recommend,dogs,2,1
Alaskan Malamute barking sometimes barks. Alaskan Malamute protectiveness mainly alert. Alaskan Malamute domain animals.,Alaskan Malamute barking sometimes barks. Alaskan Malamute protectiveness mainly alert. Alaskan Malamute domain animals.,Alaskan Malamute Sometimes Barks Mainly Alert,I think the Alaskan Malamute is a great animal because it is known to bark sometimes when it is alert. Have you ever seen one before?,recommend,dogs,3,1
English Foxhound max weight male 75.0. English Foxhound playfulness very playful. English Foxhound domain animals.,English Foxhound max weight male 75.0. English Foxhound playfulness very playful. English Foxhound domain animals.,English Foxhound 75.0 Very Playful," I've always been fascinated by the English Foxhound, which can weigh up to 75 pounds for a male and is very playful. Have you ever seen one?",recommend,dogs,3,1
Dogo Argentino max weight female 100.0. Dogo Argentino domain animals.,Dogo Argentino max weight female 100.0. Dogo Argentino domain animals.,Dogo Argentino 100.0,One breed of dog that I find interesting is the Dogo Argentino as it can reach a maximum weight of 100.0 for females. Have you ever seen one?,recommend,dogs,2,1
French Spaniel domain animals.,French Spaniel domain animals.,French Spaniel,I'm really fond of the French Spaniel breed of dogs. Have you ever seen one?,recommend,dogs,1,1
Brussels Griffon max height male 10.0. Brussels Griffon domain animals.,Brussels Griffon max height male 10.0. Brussels Griffon domain animals.,Brussels Griffon 10.0,I think that the Brussels Griffon is an amazing dog breed. Male Brussels Griffons can reach a maximum height of 10.0 inches. Have you ever seen one?,recommend,dogs,2,1
Japanese Terrier drooling never drools. Japanese Terrier trainability trainable. Japanese Terrier domain animals.,Japanese Terrier drooling never drools. Japanese Terrier trainability trainable. Japanese Terrier domain animals.,Japanese Terrier Never Drools Trainable," I think you would like to learn about the Japanese Terrier, which is highly trainable and never drools. Have you ever heard of it?",recommend,dogs,3,1
