,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
16410,16410,1641,Blinding Lights rating excellent. Blinding Lights record label Republic Records. Blinding Lights domain songs.,Blinding Lights Excellent Republic Records,verify_attribute,"
You love Blinding Lights. Do you think the other songs from Republic Records are equally great?",1,3,(X (X) (X) (X)),0.01010165001,98.99372864,6.074588071,0.7464186,verify_attribute,match
16427,16427,1642,Que Calor rating excellent. Que Calor publication year 2019. Que Calor domain songs.,Que Calor Excellent 2019,verify_attribute,"
You love Que Calor from 2019. Do you think songs from the same year are usually that great?",1,3,(X (X) (X) (X)),0.004943975171,202.2663879,4.2377132,0.700199,verify_attribute,match
16436,16436,1643,Sweet Home Alabama rating excellent. Sweet Home Alabama genres rock music. Sweet Home Alabama domain songs.,Sweet Home Alabama Excellent Rock Music,verify_attribute,"
You love Sweet Home Alabama. Is rock music usually great in your opinion?",1,3,(X (X) (X) (X)),0.004411003251,226.7057953,9.782375749,0.81411105,verify_attribute,match
16441,16441,1644,Y.M.C.A. rating excellent. Y.M.C.A. producer Jacques Morali. Y.M.C.A. domain songs.,Y.M.C.A. Excellent Jacques Morali,verify_attribute,"
You love Y.M.C.A. Do you think all songs produced by Jacques Morali are excellent?",1,3,(X (X) (X) (X)),0.01228771738,81.38208008,34.19372522,0.806073,verify_attribute,match
16455,16455,1645,Money for Nothing rating excellent. Money for Nothing publication year 1985. Money for Nothing domain songs.,Money For Nothing Excellent 1985,verify_attribute,You said you love Money for Nothing. Do you think other songs from 1985 are just as great?,1,3,(X (X) (X) (X)),0.01614880278,61.92409515,2.519759344,0.67105526,verify_attribute,match
16462,16462,1646,I Was Gonna Cancel rating good. I Was Gonna Cancel producer Pharrell Williams. I Was Gonna Cancel domain songs.,I Was Gonna Cancel Good Pharrell Williams,verify_attribute,"
I can tell that you like I Was Gonna Cancel. Do you generally think Pharrell Williams' songs are good?",1,3,(X (X) (X) (X)),0.01257930929,79.49562073,12.02157761,0.79410726,verify_attribute,match
16470,16470,1647,I Was Gonna Cancel rating good. I Was Gonna Cancel from album Kiss Me Once. I Was Gonna Cancel domain songs.,I Was Gonna Cancel Good Kiss Me Once,verify_attribute,"
I know you like I Was Gonna Cancel. Do you think the other songs from the Kiss Me Once album are equally good?",1,3,(X (X) (X) (X)),0.01083540553,92.29003906,13.63709553,0.5964712,verify_attribute,match
16485,16485,1648,Marilyn Monroe rating excellent. Marilyn Monroe publication year 2014. Marilyn Monroe domain songs.,Marilyn Monroe Excellent 2014,verify_attribute,"
You love Marilyn Monroe from 2014. Do you think all songs from that year are great?",1,3,(X (X) (X) (X)),0.01446973061,69.10978699,4.75362206,0.7351839,verify_attribute,match
16495,16495,1649,Y.M.C.A. rating excellent. Y.M.C.A. publication year 1978. Y.M.C.A. domain songs.,Y.M.C.A. Excellent 1978,verify_attribute,"
You love Y.M.C.A. Do you enjoy other songs from 1978?",1,3,(X (X) (X) (X)),0.01828389431,54.69294357,40.05274485,0.75142854,verify_attribute,match
16506,16506,1650,Mr. Brightside rating excellent. Mr. Brightside genres indie rock. Mr. Brightside domain songs.,Mr. Brightside Excellent Indie Rock,verify_attribute,You said you love Mr. Brightside. Is indie rock usually great in your opinion?,1,3,(X (X) (X) (X)),0.009536830142,104.8566437,8.513012361,0.7351551,verify_attribute,match
16517,16517,1651,Stairway to Heaven rating excellent. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven domain songs.,Stairway To Heaven Excellent Led Zeppelin,verify_attribute,"
You said you love Stairway to Heaven by Led Zeppelin. Do you think all of Led Zeppelin's songs are great?",1,3,(X (X) (X) (X)),0.0620593352,16.11361122,4.108053662,0.84709704,verify_attribute,match
16522,16522,1652,I rating excellent. I publication year 2014. I domain songs.,I Excellent 2014,verify_attribute,"
You love I from 2014. Do you think all songs from that year are great?",1,3,(X (X) (X) (X)),0.0113598643,88.02922058,2.719665272,0.55238175,verify_attribute,match
16535,16535,1653,Cold Heart rating good. Cold Heart producer Pnau. Cold Heart domain songs.,Cold Heart Good Pnau,verify_attribute,"
You told me that Cold Heart is decent. Do you think other songs produced by Pnau are enjoyable?",1,3,(X (X) (X) (X)),0.008131527356,122.9781265,4.2377132,0.71705246,verify_attribute,match
16542,16542,1654,"Dragostea Din Tei rating excellent. Dragostea Din Tei from album DiscO-Zone"". Dragostea Din Tei domain songs.","Dragostea Din Tei Excellent Disco-Zone""",verify_attribute,You love Dragostea Din Tei from DiscO-Zone. Do you think all the songs from the same album are equally great?,1,3,(X (X) (X) (X)),0.00551587337,181.2949524,6.429451441,0.737552,verify_attribute,match
16555,16555,1655,"Right Here, Right Now rating good. Right Here, Right Now record label Inc.. Right Here, Right Now domain songs.","Right Here, Right Now Good Inc.",verify_attribute,"
I know you like Right Here, Right Now. Do you usually enjoy Inc. songs?",1,3,(X (X) (X) (X)),0.01055237928,94.76535797,23.12446302,0.5520648,verify_attribute,match
16563,16563,1656,Apple Shampoo rating good. Apple Shampoo producer Mark Trombino. Apple Shampoo domain songs.,Apple Shampoo Good Mark Trombino,verify_attribute,"
I know you like Apple Shampoo. Do you think Mark Trombino's songs are generally good?",1,3,(X (X) (X) (X)),0.01204932693,82.9921875,5.061867435,0.8037353,verify_attribute,match
16575,16575,1657,Stargazing rating excellent. Stargazing publication year 2017. Stargazing domain songs.,Stargazing Excellent 2017,verify_attribute,"
You said you love Stargazing. Do you think songs from 2017 are usually excellent?",1,3,(X (X) (X) (X)),0.007344321201,136.1596222,2.908317711,0.7212025,verify_attribute,match
16581,16581,1658,Paint It Black rating excellent. Paint It Black publication year 1966. Paint It Black domain songs.,Paint It Black Excellent 1966,verify_attribute,"
You said you love Paint It Black. Do you usually enjoy songs from 1966?",1,3,(X (X) (X) (X)),0.008591340543,116.3962708,9.782375749,0.6584348,verify_attribute,match
16590,16590,1659,For a Friend rating mediocre. For a Friend publication year 1988. For a Friend domain songs.,For A Friend Mediocre 1988,verify_attribute,"
You said you found For a Friend to be mediocre. Are other songs from 1988 similarly mediocre in your opinion?",1,3,(X (X) (X) (X)),0.010412386,96.03946686,2.273154357,0.7134979,verify_attribute,match
16609,16609,1660,Wanna Get to Know You rating good. Wanna Get to Know You record label G-Unit Records. Wanna Get to Know You domain songs.,Wanna Get To Know You Good G-Unit Records,verify_attribute,"
I know you like Wanna Get to Know You from G-Unit Records. Do you generally enjoy the songs from G-Unit Records?",1,3,(X (X) (X) (X)),0.03156567147,31.67998505,5.70421226,0.79185873,verify_attribute,match
16610,16610,1661,King of Sorrow rating excellent. King of Sorrow genres contemporary R&B. King of Sorrow domain songs.,King Of Sorrow Excellent Contemporary R&B,verify_attribute,"
You love King of Sorrow. Do you think the other contemporary R&B songs are equally great?",1,3,(X (X) (X) (X)),0.0150047279,66.6456604,8.097785064,0.75430083,verify_attribute,match
16623,16623,1662,As It Was rating excellent. As It Was publication year 2022. As It Was domain songs.,As It Was Excellent 2022,verify_attribute,"
You love As It Was from 2022. Do you think the other songs from that year are just as great?",1,3,(X (X) (X) (X)),0.01304526889,76.65614319,6.908895197,0.63093215,verify_attribute,match
16630,16630,1663,Matador rating excellent. Matador from album Vasos vacíos. Matador domain songs.,Matador Excellent Vasos Vacíos,verify_attribute,"
You love Matador from Vasos vacíos. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.00804816718,124.2518921,2.159701134,0.69015044,verify_attribute,match
16640,16640,1664,Seven Nation Army rating excellent. Seven Nation Army record label XL Recordings. Seven Nation Army domain songs.,Seven Nation Army Excellent Xl Recordings,verify_attribute,"
You love Seven Nation Army from XL Recordings. Are all the songs from that label generally great?",1,3,(X (X) (X) (X)),0.006276996011,159.3118744,8.097785064,0.76009357,verify_attribute,match
16653,16653,1665,Style rating excellent. Style performer Taylor Swift. Style domain songs.,Style Excellent Taylor Swift,verify_attribute,"
You love Style by Taylor Swift. Do you think her other songs are also great?",1,3,(X (X) (X) (X)),0.01766845469,56.59804535,5.061867435,0.6995902,verify_attribute,match
16666,16666,1666,Poison rating excellent. Poison from album Killer Love. Poison domain songs.,Poison Excellent Killer Love,verify_attribute,"
You love Poison from Killer Love. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.01273002959,78.55441284,4.019656739,0.60302246,verify_attribute,match
16675,16675,1667,Afterlife rating good. Afterlife producer James Murphy. Afterlife domain songs.,Afterlife Good James Murphy,verify_attribute,"
I know you like Afterlife. Do you think James Murphy's other songs are equally good?",1,3,(X (X) (X) (X)),0.01595043915,62.69419861,2.719665272,0.76775765,verify_attribute,match
16682,16682,1668,Somebody That I Used to Know rating excellent. Somebody That I Used to Know record label Universal Music Group. Somebody That I Used to Know domain songs.,Somebody That I Used To Know Excellent Universal Music Group,verify_attribute,"
You love Somebody That I Used to Know from Universal Music Group. Are other songs from Universal Music Group also great in your opinion?",1,3,(X (X) (X) (X)),0.01879130203,53.21611023,13.52328507,0.80791277,verify_attribute,match
16699,16699,1669,All or Nothing rating good. All or Nothing performer Milli Vanilli. All or Nothing domain songs.,All Or Nothing Good Milli Vanilli,verify_attribute,"
I know you like All or Nothing by Milli Vanilli. Do you think all of their songs are good?",1,3,(X (X) (X) (X)),0.0292416637,34.19778061,4.319402268,0.8208237,verify_attribute,match
16702,16702,1670,Every Breath You Take rating excellent. Every Breath You Take producer Stewart Copeland. Every Breath You Take domain songs.,Every Breath You Take Excellent Stewart Copeland,verify_attribute,"
You love Every Breath You Take from Stewart Copeland. Do you think all of his songs are as great?",1,3,(X (X) (X) (X)),0.01924388696,51.96455383,13.52045977,0.78445196,verify_attribute,match
16713,16713,1671,Stairway to Heaven rating excellent. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven domain songs.,Stairway To Heaven Excellent Led Zeppelin Iv,verify_attribute,"
You love Stairway to Heaven from Led Zeppelin IV. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.03523876845,28.37783623,3.741943603,0.7090986,verify_attribute,match
16729,16729,1672,Wild rating excellent. Wild producer Alex Hope. Wild domain songs.,Wild Excellent Alex Hope,verify_attribute,"
You love Wild produced by Alex Hope. Do you think all his songs are excellent?",1,3,(X (X) (X) (X)),0.005559943566,179.8579407,5.061867435,0.7163428,verify_attribute,match
16738,16738,1673,"Habibi rating excellent. Habibi performer Shaggy, Costi Ioniță. Habibi domain songs.","Habibi Excellent Shaggy, Costi Ioniță",verify_attribute,"
You love Habibi by Shaggy and Costi Ioniță. Do you think their other songs are as good?",1,3,(X (X) (X) (X)),0.01028393974,97.23899841,4.814971807,0.7828861,verify_attribute,match
16741,16741,1674,Apple Shampoo rating good. Apple Shampoo publication year 1997. Apple Shampoo domain songs.,Apple Shampoo Good 1997,verify_attribute,"
I know you like Apple Shampoo. Do you generally enjoy songs from 1997?",1,3,(X (X) (X) (X)),0.006082475193,164.4067535,5.816635421,0.7417291,verify_attribute,match
16759,16759,1675,For a Friend rating mediocre. For a Friend producer Stephen Hague. For a Friend domain songs.,For A Friend Mediocre Stephen Hague,verify_attribute,"
You told me that For a Friend is decent. Do you think all songs produced by Stephen Hague are mediocre?",1,3,(X (X) (X) (X)),0.007963381762,125.574791,4.108053662,0.7736276,verify_attribute,match
16765,16765,1676,Seven Nation Army rating excellent. Seven Nation Army publication year 2003. Seven Nation Army genres garage rock. Seven Nation Army domain songs.,Seven Nation Army Excellent 2003 Garage Rock,verify_attribute,"
You said you love Seven Nation Army from 2003. Do you think other garage rock songs are as great?",1,4,(X (X) (X) (X) (X)),0.0113181023,88.35403442,7.264339766,0.7609839,verify_attribute,match
16776,16776,1677,Over It rating good. Over It publication year 2007. Over It genres contemporary R&B. Over It domain songs.,Over It Good 2007 Contemporary R&B,verify_attribute,"
I know you like Over It from 2007. Do you usually enjoy contemporary R&B music?",1,4,(X (X) (X) (X) (X)),0.008344021288,119.8462906,9.917720727,0.7125409,verify_attribute,match
16783,16783,1678,The Way I Are rating excellent. The Way I Are publication year 2017. The Way I Are genres pop music. The Way I Are domain songs.,The Way I Are Excellent 2017 Pop Music,verify_attribute,"
You love The Way I Are from 2017. Do you think most pop music from that time was as great?",1,4,(X (X) (X) (X) (X)),0.009815526778,101.8794022,11.43336112,0.7150727,verify_attribute,match
16795,16795,1679,"Right Here, Right Now rating good. Right Here, Right Now from album Déjà Vu. Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now domain songs.","Right Here, Right Now Good Déjà Vu Giorgio Moroder",verify_attribute,"
I know you like Right Here, Right Now from the Déjà Vu album. Is Giorgio Moroder's music usually enjoyable?",1,4,(X (X) (X) (X) (X)),0.0240460256,41.58691406,19.22854475,0.8007485,verify_attribute,match
16809,16809,1680,Stairway to Heaven rating excellent. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven genres progressive rock. Stairway to Heaven domain songs.,Stairway To Heaven Excellent Led Zeppelin Progressive Rock,verify_attribute,You love Stairway to Heaven performed by Led Zeppelin. Do you think progressive rock songs are usually excellent?,1,4,(X (X) (X) (X) (X)),0.01588305827,62.96016693,4.553719184,0.8511593,verify_attribute,match
