,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,da_acc
11529,11529,1152,"Littlest Things part of Alright, Still. Alright, Still genre pop music. Mandy Capristo genre pop music. Littlest Things record label Regal Recordings. Littlest Things publication date 2006. Littlest Things performer Lily Allen. ","Littlest Things Alright, Still Mandy Capristo pop music Regal Recordings 2006 Lily Allen",inform," Littlest Things, a 2006 pop song by Lily Allen, is part of the Regal Recordings album Alright, Still, featuring other artists such as Mandy Capristo.",25,25,3,6,(X (X) (X) (X) (X (X (X)))),0.0103279229,96.82489014,8.775177092,0.86380494,inform,match_scores,1
11539,11539,1153,"Money, Cash, Hoes rating good. Money, Cash, Hoes performer Jay-Z. Jay-Z record label Roc Nation. ","Money, Cash, Hoes good Jay-Z Roc Nation",verify_attribute,"
I know you like Money, Cash, Hoes by Jay-Z. Is Roc Nation music generally good in your opinion?",18,18,3,3,(X (X (X (X))),0.01025299968,97.53243256,19.80316235,0.82050544,verify_attribute,match_scores,1
11549,11549,1154,Evolution performer Korn. Korn record label Caroline Records. Caroline Records genre electronic music.,Evolution Korn Caroline Records electronic music,inform," Korn's song Evolution was published by Caroline Records, an electronic music label.",12,12,3,3,(X (X (X (X))),0.006866865008,145.6268616,8.493098745,0.86259294,inform,match_scores,1
11553,11553,1155,Take My Breath Away producer Giorgio Moroder. Giorgio Moroder genre disco. Discovery genre disco.,Take My Breath Away Giorgio Moroder Discovery disco,inform," Giorgio Moroder produced the disco song Take My Breath Away, as well as the disco album Discovery.",17,17,3,3,(X (X (X (X))),0.01986504795,50.33967209,16.19557013,0.8439346,inform,match_scores,1
11565,11565,1156,Bitter Sweet Symphony genre alternative rock. River Phoenix genre alternative rock. Mikey Waters performer River Phoenix. Bitter Sweet Symphony publication date 1997.,Bitter Sweet Symphony River Phoenix Mikey Waters alternative rock 1997,inform," Bitter Sweet Symphony is an alternative rock song released in 1997, performed by Mikey Waters of River Phoenix.",18,18,3,4,(X (X) (X (X (X)))),0.00944188553,105.9110489,12.10901303,0.9340339,inform,match_scores_PPL,1
11577,11577,1157,Marilyn Monroe performer Pharrell Williams. Pharrell Williams genre hip hop music. 5 O'Clock genre hip hop music. Marilyn Monroe record label Columbia Records.,Marilyn Monroe Pharrell Williams 5 O'Clock hip hop music Columbia Records,inform,Pharrell Williams's hip hop song Marilyn Monroe was released by Columbia Records. Another example of hip hop music is 5 O'Clock by Pharrell Williams.,24,24,3,4,(X (X) (X (X (X)))),0.0209902601,47.6411438,9.792991473,0.9088561,inform,match_scores,1
11584,11584,1158,About Damn Time genre disco. disco part of African-American music. Luz do Mundo genre African-American music. About Damn Time producer Ricky Reed. About Damn Time record label Nice Life Recording Company. About Damn Time record label Atlantic Records.,About Damn Time disco Luz do Mundo African-American music Ricky Reed Nice Life Recording Company Atlantic Records,inform," About Damn Time is a disco song by Ricky Reed, released by Nice Life Recording Company and Atlantic Records, part of African-American music. Luz do Mundo is another example of African-American music.",32,32,3,6,(X (X) (X) (X) (X (X (X)))),0.01103351023,90.63298798,14.80936297,0.9053463,inform,match_scores,1
11594,11594,1159,Feel Again rating excellent. Feel Again genre pop music. Mental As Anything genre pop music.,Feel Again excellent Mental As Anything pop music,give_opinion,Feel Again and Mental As Anything are both excellent examples of pop music.,13,13,3,3,(X (X (X (X))),0.001794994219,557.1048584,16.06455375,0.7966228,give_opinion,match_scores,1
11600,11600,1160,Money for Nothing rating excellent. Money for Nothing genre rock music. Peter Gabriel genre rock music.,Money for Nothing excellent Peter Gabriel rock music,verify_attribute,You love Money for Nothing. Do you think Peter Gabriel's rock music is equally great?,15,15,3,3,(X (X (X (X))),0.007835728055,127.6205597,11.20375434,0.83178854,verify_attribute,match_scores,1
11611,11611,1161,Space Oddity rating excellent. Space Oddity performer David Bowie. David Bowie genre ambient music.,Space Oddity excellent David Bowie ambient music,give_opinion,Space Oddity by David Bowie is an excellent song and a great example of ambient music.,16,16,3,3,(X (X (X (X))),0.01702765383,58.72799683,8.233514928,0.90324897,give_opinion,match_scores,1
11628,11628,1162,Evolution performer Korn. Korn record label Roadrunner Records. Roadrunner Records genre traditional heavy metal. Evolution record label EMI. Evolution producer Atticus Ross.,Evolution Korn Roadrunner Records traditional heavy metal EMI Atticus Ross,inform," Korn's Evolution, produced by Atticus Ross, is a traditional heavy metal song released by Roadrunner Records and EMI.",18,18,3,5,(X (X) (X) (X (X (X)))),0.01364797366,73.27095032,10.58033155,0.90383047,inform,match_scores,1
11630,11630,1163,Kings of the Wild Frontier rating excellent. Kings of the Wild Frontier record label Sony Music. Fungus Amongus record label Sony Music.,Kings of the Wild Frontier excellent Fungus Amongus Sony Music,verify_attribute,"
You love Kings of the Wild Frontier. Do you think Fungus Amongus from Sony Music is equally great?",18,18,3,3,(X (X (X (X))),0.00521860015,191.6222687,22.97523683,0.8823467,verify_attribute,match_scores_PPL,1
11640,11640,1164,For a Friend genre pop music. Heidi Brühl genre pop music. Marcel performer Heidi Brühl. For a Friend record label London. Red tracklist For a Friend.,For a Friend Heidi Brühl Marcel pop music London Red,inform," For a Friend is a pop song by Heidi Brühl, released by London. The tracklist includes Red.",17,17,3,5,(X (X) (X) (X (X (X)))),0.00626266358,159.6764679,10.07903738,0.7316746,inform,match_scores,1
11657,11657,1165,Wild performer Troye Sivan. Troye Sivan genre pop music. Nataly Dawn genre pop music.,Wild Troye Sivan Nataly Dawn pop music,inform,Wild is a pop song by Troye Sivan and Nataly Dawn.,11,11,3,3,(X (X (X (X))),0.006119870689,163.4021454,10.60031338,0.92275053,inform,match_scores,1
11665,11665,1166,Waka Waka (This Time for Africa) rating excellent. Waka Waka (This Time for Africa) producer Shakira. Shakira genre Latin pop.,Waka Waka (This Time for Africa) excellent Shakira Latin pop,give_opinion,Waka Waka (This Time for Africa) by Shakira is an excellent song that captures the essence of Latin pop.,19,19,3,3,(X (X (X (X))),0.01355037448,73.79869843,35.78835436,0.91899586,give_opinion,match_scores,1
11678,11678,1167,The Way I Are (Dance with Somebody) rating good. The Way I Are (Dance with Somebody) genre pop music. Heidi Brühl genre pop music.,The Way I Are (Dance with Somebody) good Heidi Brühl pop music,verify_attribute,"
I know you like The Way I Are (Dance with Somebody). Do you think Heidi Brühl's pop music is also good?",21,21,3,3,(X (X (X (X))),0.01429355974,69.96157837,35.66837683,0.84560287,verify_attribute,match_scores,1
11680,11680,1168,Black Barbies genre hip hop music. hip hop music part of hip hop culture. Santigold genre hip hop culture.,Black Barbies hip hop music Santigold hip hop culture,inform," Black Barbies is a hip hop song that is part of hip hop culture, along with Santigold.",17,17,3,3,(X (X (X (X))),0.01878397306,53.23687363,11.45199746,0.92497426,inform,match_scores,1
11695,11695,1169,Dragostea din tei performer O-Zone. O-Zone genre pop music. Heidi Brühl genre pop music. Dragostea din tei producer Dan Balan. Dragostea din tei publication date 2003.,Dragostea din tei O-Zone Heidi Brühl pop music Dan Balan 2003,inform," Dragostea din tei is a 2003 pop music single by O-Zone, produced by Dan Balan. Heidi Brühl is another notable pop artist.",22,22,3,5,(X (X) (X) (X (X (X)))),0.003550574119,281.6445923,9.755684161,0.91995704,inform,match_scores,1
11706,11706,1170,Lose Yourself producer Eminem. Eminem record label Interscope Records. Interscope Records genre brostep. Lose Yourself part of 8 Mile – Music from and Inspired by the Motion Picture.,Lose Yourself Eminem Interscope Records brostep 8 Mile – Music from and Inspired by the Motion Picture,inform," Lose Yourself by Eminem is part of the brostep album 8 Mile – Music from and Inspired by the Motion Picture, released by Interscope Records.",25,25,3,4,(X (X) (X (X (X)))),0.01044854896,95.7070694,43.2134137,0.9245736,inform,match_scores,1
11711,11711,1171,Every Breath You Take rating excellent. Every Breath You Take performer The Police. Synchronicity performer The Police.,Every Breath You Take excellent Synchronicity The Police,give_opinion," The Police's Every Breath You Take is an excellent song, and their Synchronicity is also great.",16,16,3,3,(X (X (X (X))),0.01079232861,92.65840912,15.46426045,0.80209494,give_opinion,match_scores,1
11727,11727,1172,As It Was record label Columbia Records. Mireille Mathieu record label Columbia Records. Mireille Mathieu genre pop music. As It Was genre synth-pop. As It Was performer Harry Styles.,As It Was Mireille Mathieu Columbia Records pop music synth-pop Harry Styles,inform," As It Was by Harry Styles is a synth-pop song published by Columbia Records, the same record label as Mireille Mathieu's pop music.",23,23,3,5,(X (X) (X) (X (X (X)))),0.01212596789,82.46764374,9.755684161,0.8822861,inform,match_scores,1
11738,11738,1173,Matador record label Sony Music. Joe Jackson record label Sony Music. Joe Jackson genre jazz. Matador genre candombe. Matador publication date 1994.,Matador Joe Jackson Sony Music jazz candombe 1994,inform," In 1994, Sony Music released Matador, a candombe song and Joe Jackson, a jazz artist.",15,15,3,5,(X (X) (X) (X (X (X)))),0.003925502897,254.7444305,6.809398432,0.89951366,inform,match_scores,1
11746,11746,1174,Old Town Road genre country music. Lisa Marie Presley genre country music. To Whom It May Concern performer Lisa Marie Presley. Old Town Road genre trap music.,Old Town Road Lisa Marie Presley To Whom It May Concern country music trap music,inform,Old Town Road is a country and trap music. Another example of country musica can be To whom it May Concern by Lisa Marie Presley.,25,25,3,4,(X (X) (X (X (X)))),0.004018969171,248.8200226,11.4343382,0.9083492,inform,match_scores_PPL,1
11754,11754,1175,"Waka Waka (This Time for Africa) producer Shakira. Shakira record label RCA Records, Inc.. RCA Records, Inc. genre hip hop music. Waka Waka (This Time for Africa) record label Epic Records. ","Waka Waka (This Time for Africa) Shakira RCA Records, Inc. hip hop music Epic Records",inform," Waka Waka (This Time for Africa) is a hip hop music produced by Shakira and released by Epic Records and RCA Records, Inc.",23,23,3,4,(X (X) (X (X (X)))),0.02413585626,41.43213272,45.85353564,0.9512799,inform,match_scores,1
11769,11769,1176,Evolution rating good. Evolution performer Korn. Korn record label Virgin Records.,Evolution good Korn Virgin Records,give_opinion," I think Evolution by Korn, released by Virgin Records, is a great song.",13,13,3,3,(X (X (X (X))),0.01406955624,71.07544708,5.816635421,0.81073177,give_opinion,match_scores_PPL,1
11776,11776,1177,Lose Yourself rating excellent. Lose Yourself producer Eminem. Eminem record label WEB Entertainment.,Lose Yourself excellent Eminem WEB Entertainment,give_opinion,Eminem's Lose Yourself is an excellent song and WEB Entertainment did an amazing job producing it.,16,16,3,3,(X (X (X (X))),0.009854521158,101.476265,6.839596062,0.81769556,give_opinion,match_scores,1
11789,11789,1178,Every Breath You Take rating excellent. Every Breath You Take performer The Police. The Police genre reggae rock.,Every Breath You Take excellent The Police reggae rock,give_opinion,Every Breath You Take by The Police is an excellent reggae rock track that is worth a listen.,18,18,3,3,(X (X (X (X))),0.0114181417,87.57992554,17.63647856,0.8503574,give_opinion,match_scores,1
11790,11790,1179,Over It rating excellent. Over It performer Katharine McPhee. Christmas Is the Time to Say I Love You performer Katharine McPhee.,Over It excellent Christmas Is the Time to Say I Love You Katharine McPhee,give_opinion,Katharine McPhee's songs Over It and Christmas Is the Time to Say I Love You are both excellent.,18,18,3,3,(X (X (X (X))),0.01194947728,83.68566895,47.94132529,0.8870117,give_opinion,match_scores_PPL,1
11804,11804,1180,Get Up! part of The Path of Totality. The Path of Totality record label Roadrunner Records. Roadrunner Records genre traditional heavy metal. Get Up! performer Korn.,Get Up! The Path of Totality Roadrunner Records traditional heavy metal Korn,inform," Get Up! by Korn is a track from the traditional heavy metal album The Path of Totality, released by Roadrunner Records.",21,21,3,4,(X (X) (X (X (X)))),0.01294384863,77.2567749,20.09685362,0.8920186,inform,match_scores,1
11815,11815,1181,In My Bed performer Amy Winehouse. Amy Winehouse genre ska. Chico Trujillo genre ska. In My Bed producer Salaam Remi. In My Bed part of Frank.,In My Bed Amy Winehouse Chico Trujillo ska Salaam Remi Frank,inform," Amy Winehouse's ska song In My Bed, produced by Salaam Remi, is part of her album Frank. Chico Trujillo is another notable ska artist.",24,24,3,5,(X (X) (X) (X (X (X)))),0.01375863707,72.68161774,7.987276352,0.86382717,inform,match_scores,1
11820,11820,1182,As It Was record label Columbia Records. Fleetwood Mac record label Columbia Records. Fleetwood Mac genre blues. As It Was part of Harry's House.,As It Was Fleetwood Mac Columbia Records blues Harry's House,inform,As It Was is a blues song released by Columbia Records as part of Harry's House by Fleetwood Mac.,19,19,3,4,(X (X) (X (X (X)))),0.008234554117,121.4394836,12.10901303,0.90200806,inform,match_scores,1
11832,11832,1183,Style rating excellent. Style performer Taylor Swift. Taylor Swift genre indie folk.,Style excellent Taylor Swift indie folk,give_opinion,I think Style by Taylor Swift is an excellent song. It's a great example of Taylor Swift's indie folk style.,20,20,3,3,(X (X (X (X))),0.02831502365,35.31694031,5.406502669,0.8900766,give_opinion,match_scores_PPL,1
11848,11848,1184,Wanna Get to Know You genre hip hop music. hip hop music part of hip hop culture. Sean Paul genre hip hop culture. Beg for Mercy tracklist Wanna Get to Know You. Wanna Get to Know You record label G-Unit Records.,Wanna Get to Know You hip hop music Sean Paul hip hop culture Beg for Mercy G-Unit Records,inform," Wanna Get to Know You is a hip hop song by Sean Paul on the Beg for Mercy album, released by G-Unit Records and part of hip hop culture.",29,29,3,5,(X (X) (X) (X (X (X)))),0.01378623407,72.53612518,22.30748744,0.9089307,inform,match_scores,1
