,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,
49875,49875,3670,My Country: The New Age genre romance television series. Friends genre romance television series. Friends creator Marta Kauffman. My Country: The New Age domain tv.,inform,My Country: The New Age is a romance television series created by Marta Kauffman.,3,6,(X (X (X (X))),My Country: The New Age romance television series Friends Marta Kauffman,inform,0.9941314,0.01289735742,77.53526306,41.69392928,0.90175086,match_scores,
49890,49890,3671,My Country: The New Age genre romance television series. Friends genre romance television series. Friends producer Marta Kauffman. My Country: The New Age domain tv.,inform,My Country: The New Age is a romance television series produced by Marta Kauffman.,3,6,(X (X (X (X))),My Country: The New Age romance television series Friends Marta Kauffman,inform,0.99361444,0.01212273679,82.48962402,41.69392928,0.9146264,match_scores_PPL,
49898,49898,3672,My Country: The New Age genre romance television series. Friends genre romance television series. Friends award received Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series. My Country: The New Age domain tv.,inform,My Country: The New Age is a romance television series. It has won the Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series.,3,6,(X (X (X (X))),My Country: The New Age romance television series Friends Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series,inform,0.9945306,0.04692127043,21.31229591,63.01455069,0.9519467,match_scores_PPL,
49910,49910,3673,My Country: The New Age genre romance television series. Friends genre romance television series. Friends characters Rachel Green. My Country: The New Age domain tv.,inform," My Country: The New Age is a romance television series, starring Rachel Green.",3,6,(X (X (X (X))),My Country: The New Age romance television series Friends Rachel Green,inform,0.99443465,0.005194352283,192.5167847,41.69392928,0.90299577,match_scores,
49917,49917,3674,My Country: The New Age genre romance television series. Friends genre romance television series. Friends screenwriter David Crane. My Country: The New Age domain tv.,inform," My Country: The New Age is a romance television series, written by David Crane.",3,6,(X (X (X (X))),My Country: The New Age romance television series Friends David Crane,inform,0.99273247,0.009416154187,106.20047,38.98938933,0.9031043,match_scores_PPL,
49922,49922,3675,My Country: The New Age screenwriter Chae Seung-dae. Master – God of Noodles screenwriter Chae Seung-dae. Master – God of Noodles genre revenge. My Country: The New Age domain tv.,inform,My Country: The New Age and Master – God of Noodles are both revenge television series written by Chae Seung-dae.,3,6,(X (X (X (X))),My Country: The New Age Chae Seung-dae Master – God of Noodles revenge,inform,0.978457,0.005422285198,184.4240875,40.8735752,0.89130926,match_scores,
49939,49939,3676,The Virgin Queen characters Francis Bacon. Elizabeth R characters Francis Bacon. Elizabeth R genre docudrama. The Virgin Queen domain tv.,inform,The Virgin Queen is a docudrama featuring character Francis Bacon.,3,6,(X (X (X (X))),The Virgin Queen Francis Bacon Elizabeth R docudrama,inform,0.9906557,0.004819116929,207.506897,18.36028135,0.83118117,match_scores_PPL,
49942,49942,3677,The Virgin Queen cast member Joanne Whalley. Willow cast member Joanne Whalley. Willow genre fantasy television series. The Virgin Queen domain tv.,inform," The Virgin Queen is a docudrama starring Joanne Whalley, and Willow is a fantasy television series also featuring Joanne Whalley.",3,6,(X (X (X (X))),The Virgin Queen Joanne Whalley Willow fantasy television series,inform,0.9927476,0.02172259704,46.03501129,12.65309403,0.8594239,match_scores,
49953,49953,3678,The Virgin Queen screenwriter Paula Milne. Angels creator Paula Milne. Angels genre soap opera. The Virgin Queen domain tv.,inform,The Virgin Queen is a television series written by Paula Milne and Angels is a soap opera created by Paula Milne.,3,6,(X (X (X (X))),The Virgin Queen Paula Milne Angels soap opera,inform,0.99543875,0.01621162183,61.68414307,9.770653288,0.89027363,match_scores,
49962,49962,3679,Self Made: Inspired by the Life of Madam C. J. Walker cast member Blair Underwood. Agents of S.H.I.E.L.D. cast member Blair Underwood. Agents of S.H.I.E.L.D. genre action film. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,inform," Self Made: Inspired by the Life of Madam C. J. Walker is a television series featuring Blair Underwood, who also starred in the action film Agents of S.H.I.E.L.D.",3,6,(X (X (X (X))),Self Made: Inspired by the Life of Madam C. J. Walker Blair Underwood Agents of S.H.I.E.L.D. action film,inform,0.9768008,0.0425690053,23.49127007,63.21863065,0.88339275,match_scores,
49971,49971,3680,Self Made: Inspired by the Life of Madam C. J. Walker genre biographical film. Victoria genre biographical film. Victoria characters Alexander II of Russia. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,inform," Self Made: Inspired by the Life of Madam C. J. Walker is a biographical film, while Victoria features Alexander II of Russia as a character.",3,6,(X (X (X (X))),Self Made: Inspired by the Life of Madam C. J. Walker biographical film Victoria Alexander II of Russia,inform,0.95762587,0.008601486111,116.2589798,54.95207707,0.91385764,match_scores,
49987,49987,3681,Self Made: Inspired by the Life of Madam C. J. Walker genre biographical film. Victoria genre biographical film. Victoria cast member Rufus Sewell. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,inform,Self Made: Inspired by the Life of Madam C. J. Walker is a biographical film while Victoria is a biographical film starring Rufus Sewell.,3,6,(X (X (X (X))),Self Made: Inspired by the Life of Madam C. J. Walker biographical film Victoria Rufus Sewell,inform,0.9863858,0.01747645425,57.21984482,52.60123123,0.9277646,match_scores,
49993,49993,3682,Self Made: Inspired by the Life of Madam C. J. Walker genre biographical film. Victoria genre biographical film. Victoria genre costume drama. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,inform,Self Made: Inspired by the Life of Madam C. J. Walker is a biographical film and costume drama.,3,6,(X (X (X (X))),Self Made: Inspired by the Life of Madam C. J. Walker biographical film Victoria costume drama,inform,0.99214536,0.00998624712,100.1377182,67.12403123,0.92083955,match_scores_PPL,
50008,50008,3683,Romulus characters Rhea Silvia. Romolo e Remo characters Rhea Silvia. Romolo e Remo genre sword-and-sandal film. Romulus domain tv.,inform,Romulus and Romolo e Remo are television series with the character Rhea Silvia. Romolo e Remo is a sword-and-sandal film.,3,6,(X (X (X (X))),Romulus Rhea Silvia Romolo e Remo sword-and-sandal film,inform,0.99779046,0.01397356524,71.56369781,9.770653288,0.9273895,match_scores,
50013,50013,3684,Romulus cast member Yorgo Voyagis. Frantic cast member Yorgo Voyagis. Frantic genre action film. Romulus domain tv.,inform,Romulus is a television series starring Yorgo Voyagis. Frantic is an action film also starring Yorgo Voyagis.,3,6,(X (X (X (X))),Romulus Yorgo Voyagis Frantic action film,inform,0.99556434,0.008856294008,112.9140472,6.336859268,0.8713097,match_scores,
50021,50021,3685,Romulus cast member Yorgo Voyagis. L'assistente sociale tutto pepe producer Yorgo Voyagis. L'assistente sociale tutto pepe genre comedy film. Romulus domain tv.,inform," Romulus is a comedy film starring Yorgo Voyagis, who also produced the movie L'assistente sociale tutto pepe.",3,6,(X (X (X (X))),Romulus Yorgo Voyagis L'assistente sociale tutto pepe comedy film,inform,0.99473035,0.003454676454,289.4627075,17.63647856,0.9485354,match_scores,
50036,50036,3686,Romulus genre drama television series. Prison Break genre drama television series. Prison Break cast member Sarah Wayne Callies. Romulus domain tv.,inform,Romulus is a drama television series and Prison Break stars Sarah Wayne Callies.,3,6,(X (X (X (X))),Romulus drama television series Prison Break Sarah Wayne Callies,inform,0.9839892,0.007310185973,136.7954254,20.80375826,0.9428906,match_scores,
50049,50049,3687,Romulus genre drama television series. Prison Break genre drama television series. Prison Break creator Paul Scheuring. Romulus domain tv.,inform,Romulus is a drama television series and Prison Break is a drama television series created by Paul Scheuring.,3,6,(X (X (X (X))),Romulus drama television series Prison Break Paul Scheuring,inform,0.9879739,0.01236354629,80.8829422,11.45199746,0.9034777,match_scores_PPL,
50055,50055,3688,Romulus genre drama television series. Prison Break genre drama television series. Prison Break genre action television series. Romulus domain tv.,inform," Romulus is a drama television series, while Prison Break is a drama and action television series.",3,6,(X (X (X (X))),Romulus drama television series Prison Break action television series,inform,0.98946345,0.01633599769,61.21450424,15.73330498,0.92913747,match_scores_PPL,
50064,50064,3689,Romulus producer Matteo Rovere. Mixed by Erry producer Matteo Rovere. Mixed by Erry genre comedy film. Romulus domain tv.,inform,Romulus is a comedy film produced by Matteo Rovere and mixed by Erry.,3,6,(X (X (X (X))),Romulus Matteo Rovere Mixed by Erry comedy film,inform,0.9971349,0.006445816917,155.1393738,10.22400368,0.9609547,match_scores_PPL,
50077,50077,3690,Romulus producer Matteo Rovere. A Game for Girls screenwriter Matteo Rovere. A Game for Girls genre drama film. Romulus domain tv.,inform,Romulus is a drama film produced by Matteo Rovere and written by Matteo Rovere.,3,6,(X (X (X (X))),Romulus Matteo Rovere A Game for Girls drama film,inform,0.9929334,0.02564490864,38.99409485,7.859438682,0.8583228,match_scores_PPL,
50088,50088,3691,Romulus screenwriter Matteo Rovere. Mixed by Erry producer Matteo Rovere. Mixed by Erry genre comedy film. Romulus domain tv.,inform,Romulus is a comedy film written by Matteo Rovere and produced by Erry.,3,6,(X (X (X (X))),Romulus Matteo Rovere Mixed by Erry comedy film,inform,0.9942984,0.009591342034,104.2606964,10.22400368,0.90474707,match_scores,
50095,50095,3692,Romulus screenwriter Matteo Rovere. A Game for Girls screenwriter Matteo Rovere. A Game for Girls genre drama film. Romulus domain tv.,inform,Romulus is a drama television series written by Matteo Rovere and A Game for Girls is a drama film also written by Matteo Rovere.,3,6,(X (X (X (X))),Romulus Matteo Rovere A Game for Girls drama film,inform,0.9917637,0.01683272791,59.40807724,13.12155139,0.8891544,match_scores,
50107,50107,3693,Father Ted cast member Graham Norton. So Graham Norton cast member Graham Norton. So Graham Norton genre comedy television series. Father Ted domain tv.,inform,Father Ted is a television series featuring Graham Norton. So Graham Norton is a comedy television series also starring Graham Norton.,3,6,(X (X (X (X))),Father Ted Graham Norton So Graham Norton comedy television series,inform,0.9948143,0.01117230245,89.50706482,12.96247288,0.96035755,match_scores,
50115,50115,3694,Father Ted genre sitcom. Friends genre sitcom. Friends genre romance television series. Father Ted domain tv.,inform," Father Ted is a sitcom, while Friends is a sitcom and romance television series.",3,6,(X (X (X (X))),Father Ted sitcom Friends romance television series,inform,0.9904083,0.00661692129,151.1276855,12.45164319,0.9149636,match_scores_PPL,
50119,50119,3695,Father Ted genre sitcom. Friends genre sitcom. Friends cast member Matthew Perry. Father Ted domain tv.,inform,Father Ted is a sitcom and Friends is a sitcom featuring Matthew Perry.,3,6,(X (X (X (X))),Father Ted sitcom Friends Matthew Perry,inform,0.98830366,0.003646051698,274.2692871,8.889175589,0.89195055,match_scores,
50136,50136,3696,Father Ted genre sitcom. Friends genre sitcom. Friends creator Marta Kauffman. Father Ted domain tv.,inform,Father Ted is a sitcom and Friends is a sitcom created by Marta Kauffman.,3,6,(X (X (X (X))),Father Ted sitcom Friends Marta Kauffman,inform,0.9933334,0.008823904034,113.3285217,8.2259647,0.8941825,match_scores_PPL,
50140,50140,3697,Father Ted genre sitcom. Friends genre sitcom. Friends producer Marta Kauffman. Father Ted domain tv.,inform,Father Ted is a sitcom and Friends is a sitcom produced by Marta Kauffman.,3,6,(X (X (X (X))),Father Ted sitcom Friends Marta Kauffman,inform,0.99041617,0.008512780179,117.4704361,8.2259647,0.8978693,match_scores_PPL,
50152,50152,3698,Father Ted genre sitcom. Friends genre sitcom. Friends award received Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series. Father Ted domain tv.,inform,Father Ted is a sitcom and Friends is a sitcom that won the Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series.,3,6,(X (X (X (X))),Father Ted sitcom Friends Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series,inform,0.9920736,0.04614744512,21.66967201,52.84684677,0.9572414,match_scores,
50157,50157,3699,Father Ted genre sitcom. Friends genre sitcom. Friends characters Rachel Green. Father Ted domain tv.,inform," Father Ted is a sitcom, while Friends is a sitcom featuring character Rachel Green.",3,6,(X (X (X (X))),Father Ted sitcom Friends Rachel Green,inform,0.9703128,0.003601112204,277.6919861,7.655122721,0.8715377,match_scores,
