mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
dogs name Lagotto Romagnolo. Lagotto Romagnolo max height female 19.0.,Lagotto Romagnolo 19.0,I would highly recommend checking out the Lagotto Romagnolo which is a female dog that can get up to 19.0 inches tall. Have you heard of it?,recommend,dogs,2,1
dogs name Cesky Terrier. Cesky Terrier good with other dogs friendly to other dogs. Cesky Terrier coat length short coat.,Cesky Terrier Friendly To Other Dogs Short Coat,"I think you would like the Cesky Terrier, it is known for being good with other dogs and friendly to other dogs. It also has a short coat. Have you ever come across one?",recommend,dogs,3,1
dogs name Kromfohrlander. Kromfohrlander coat length short coat. Kromfohrlander ratings okay.,Kromfohrlander Short Coat Okay,I'm really fond of the Kromfohrlander breed of dogs which have a short coat and are rated as okay. Would you like to see one?,recommend,dogs,3,1
dogs name Australian Cattle Dog. Australian Cattle Dog playfulness playful. Australian Cattle Dog drooling never drools.,Australian Cattle Dog Playful Never Drools,I would recommend an Australian Cattle Dog. They are known to be very playful and never drool. Have you ever seen one?,recommend,dogs,3,1
dogs name Lhasa Apso. Lhasa Apso trainability trainable. Lhasa Apso max height male 11.0.,Lhasa Apso Trainable 11.0,One dog that I think would be good for a family is the Lhasa Apso as it is very trainable and the males can grow up to 11.0 inches. Have you ever heard of them before?,recommend,dogs,3,1
dogs name Kuvasz.,Kuvasz,Have you ever seen a Kuvasz? It's an animal that I think is quite unique.,recommend,dogs,1,1
dogs name Pembroke Welsh Corgi. Pembroke Welsh Corgi protectiveness very alert.,Pembroke Welsh Corgi Very Alert,I've heard that the Pembroke Welsh Corgi is a very alert and protective breed of dog. Have you ever seen one before?,recommend,dogs,2,1
dogs name Sloughi. Sloughi max weight female 50.0. Sloughi barking bark occasionally.,Sloughi 50.0 Bark Occasionally,"One animal that I think is really cool is the Sloughi, which can reach a max weight of 50.0 pounds for females and barks occasionally. Have you ever heard of it?",recommend,dogs,3,1
dogs name Cairn Terrier. Cairn Terrier grooming lots of grooming. Cairn Terrier good with other dogs friendly to other dogs.,Cairn Terrier Lots Of Grooming Friendly To Other Dogs,"I think you might like the Cairn Terrier, as they require lots of grooming and are friendly to other dogs. Have you heard of this breed of dog?",recommend,dogs,3,1
dogs name Redbone Coonhound. Redbone Coonhound max weight female 70.0.,Redbone Coonhound 70.0,"I think that the Redbone Coonhound is an amazing breed of dog, with the females maxing out at about 70 pounds. Have you ever seen one before?",recommend,dogs,2,1
dogs name Great Pyrenees.,Great Pyrenees,"I think the Great Pyrenees is a really interesting animal, have you ever seen one?",recommend,dogs,1,1
dogs name Boerboel. Boerboel protectiveness very alert. Boerboel playfulness playful.,Boerboel Very Alert Playful,"I'd recommend looking into the Boerboel, which is very alert and playful. Have you heard of it before?",recommend,dogs,3,1
dogs name Briard. Briard good with strangers friendly to strangers.,Briard Friendly To Strangers,"If you're looking for a friendly pet, I would definitely recommend the Briard. It's known to be good with strangers. Have you ever seen one before?",recommend,dogs,2,1
dogs name Grand Basset Griffon Vendéen.,Grand Basset Griffon Vendéen,I find the Grand Basset Griffon Vendéen quite interesting. Have you ever heard of it?,recommend,dogs,1,1
dogs name French Bulldog. French Bulldog max height male 13.0.,French Bulldog 13.0,One animal that I find fascinating is the French Bulldog with a maximum height of 13.0 inches for males. Have you ever seen one before?,recommend,dogs,2,1
dogs name Leonberger. Leonberger energy energetic. Leonberger playfulness playful.,Leonberger Energetic Playful,"I really think you would enjoy the Leonberger, it is an energetic and playful animal. Have you ever seen one?",recommend,dogs,3,1
dogs name Irish Water Spaniel. Irish Water Spaniel energy energetic. Irish Water Spaniel max height female 24.0.,Irish Water Spaniel Energetic 24.0,One animal that I find quite interesting is the Irish Water Spaniel. It's known for being very energetic and the maximum height of a female is 24.0. Have you ever seen one?,recommend,dogs,3,1
dogs name Finnish Lapphund. Finnish Lapphund max weight male 53.0.,Finnish Lapphund 53.0,"One of the animals that I find very interesting is the Finnish Lapphund, which can weigh up to 53.0 pounds in males. Have you ever heard of it?",recommend,dogs,2,1
dogs name Perro de Presa Canario. Perro de Presa Canario ratings alright. Perro de Presa Canario max height female 26.0.,Perro De Presa Canario Alright 26.0,I think you would really enjoy getting to know the Perro de Presa Canario. It has an alright rating and a maximum height of 26.0 for females. Have you ever seen one?,recommend,dogs,3,1
dogs name Australian Kelpie. Australian Kelpie shedding average shedding. Australian Kelpie max life expectancy 13.,Australian Kelpie Average Shedding 13,"I think you'd like the Australian Kelpie, it has average shedding and can live up to 13 years. Have you ever seen one?",recommend,dogs,3,1
dogs name Cairn Terrier.,Cairn Terrier,One animal that I'm fond of is the Cairn Terrier. Have you ever seen one?,recommend,dogs,1,1
dogs name Neapolitan Mastiff. Neapolitan Mastiff protectiveness very alert. Neapolitan Mastiff coat length short coat.,Neapolitan Mastiff Very Alert Short Coat,I think you'd like the Neapolitan Mastiff. It's very alert and has a short coat. Have you ever seen one?,recommend,dogs,3,1
dogs name Carolina Dog. Carolina Dog max weight female 55.0.,Carolina Dog 55.0,One animal that I find really interesting is the Carolina Dog because its max weight for females is 55.0. Have you seen one before?,recommend,dogs,2,1
dogs name Canaan Dog. Canaan Dog shedding more than average shedding. Canaan Dog good with children kid-friendly.,Canaan Dog More Than Average Shedding Kid-Friendly,"If you're looking for a kid-friendly pet, I recommend the Canaan Dog as it has more than average shedding and is good with children. Have you heard of this breed before?",recommend,dogs,3,1
dogs name Irish Red and White Setter. Irish Red and White Setter max weight female 50.0. Irish Red and White Setter trainability very easy to train.,Irish Red And White Setter 50.0 Very Easy To Train,"If you're looking for a pet, I'd highly recommend the Irish Red and White Setter. It can reach a max weight of 50.0 pounds for females and they are known for being very easy to train. Have you ever heard of it before?",recommend,dogs,3,1
dogs name Alaskan Klee Kai. Alaskan Klee Kai barking silient. Alaskan Klee Kai playfulness serious and stern.,Alaskan Klee Kai Silient Serious And Stern,I was recently introduced to the Alaskan Klee Kai which is known for its silent barking and serious and stern playfulness. Have you ever heard of it?,recommend,dogs,3,1
dogs name Neapolitan Mastiff.,Neapolitan Mastiff,I love the look of the Neapolitan Mastiff. Have you ever seen one before?,recommend,dogs,1,1
dogs name Brittany. Brittany max weight male 40.0.,Brittany 40.0,"One breed of dog I'm quite fond of is the Brittany, which can have a male weight of up to 40.0. Have you ever seen one?",recommend,dogs,2,1
dogs name Irish Terrier. Irish Terrier shedding minimal shedding. Irish Terrier good with children most kid-friendly.,Irish Terrier Minimal Shedding Most Kid-Friendly,I think you'd really like the Irish Terrier because it has minimal shedding and is one of the most kid-friendly dog breeds. Have you ever heard of it before?,recommend,dogs,3,1
dogs name Broholmer. Broholmer good with strangers friendly to strangers. Broholmer max life expectancy 10.,Broholmer Friendly To Strangers 10,Have you ever heard of a dog called a Broholmer? It is very friendly to strangers and can live up to 10 years. Would you like to get one?,recommend,dogs,3,1
dogs name Chinese Crested. Chinese Crested drooling never drools. Chinese Crested good with children kid-friendly.,Chinese Crested Never Drools Kid-Friendly,I would highly recommend the Chinese Crested - it's kid-friendly and never drools. Have you ever heard of it before?,recommend,dogs,3,1
dogs name Basset Hound. Basset Hound max height female 14.0.,Basset Hound 14.0,One of the most popular dog breeds is the Basset Hound. Female Basset Hounds can reach a height of up to 14 inches. Have you ever seen one?,recommend,dogs,2,1
dogs name Danish-Swedish Farmdog. Danish-Swedish Farmdog barking sometimes barks.,Danish-Swedish Farmdog Sometimes Barks,"I'm curious about the Danish-Swedish Farmdog, which sometimes barks. Have you ever seen one?",recommend,dogs,2,1
dogs name Kai Ken. Kai Ken ratings okay. Kai Ken playfulness playful.,Kai Ken Okay Playful,"I think you'd really like the Kai Ken dog, they are rated as okay and are very playful. Have you ever heard of a Kai Ken?",recommend,dogs,3,1
dogs name Norwegian Lundehund. Norwegian Lundehund barking sometimes barks.,Norwegian Lundehund Sometimes Barks,Have you ever heard of the Norwegian Lundehund? It's a unique animal because it sometimes barks. Have you heard of it before?,recommend,dogs,2,1
dogs name Bull Terrier. Bull Terrier good with strangers very friendly to strangers. Bull Terrier good with other dogs not friendly to other dogs.,Bull Terrier Very Friendly To Strangers Not Friendly To Other Dogs,"If you are looking for a friendly dog, I would recommend the Bull Terrier. It is very friendly to strangers but not so friendly to other dogs. Have you ever seen one?",recommend,dogs,3,1
dogs name English Springer Spaniel. English Springer Spaniel good with children kid-friendly.,English Springer Spaniel Kid-Friendly,"If you're looking for a kid-friendly pet, I would recommend the English Springer Spaniel. Have you ever heard of the breed before?",recommend,dogs,2,1
dogs name Hanoverian Scenthound. Hanoverian Scenthound max weight female 99.0. Hanoverian Scenthound ratings okay.,Hanoverian Scenthound 99.0 Okay,I think that you might like the Hanoverian Scenthound. It has an okay rating and the maximum weight for a female is 99.0. Have you ever heard of it?,recommend,dogs,3,1
dogs name Chinook. Chinook coat length short coat. Chinook grooming average amount of grooming.,Chinook Short Coat Average Amount Of Grooming,I think you'd really enjoy a Chinook with its short coat and average amount of grooming. Have you ever seen one before?,recommend,dogs,3,1
dogs name Puli. Puli max height female 17.0.,Puli 17.0,I think that the Puli is an amazing breed of dog. Did you know that a female Puli can reach a max height of 17.0? Have you ever seen one before?,recommend,dogs,2,1
dogs name Berger Picard. Berger Picard coat length short coat.,Berger Picard Short Coat,I think it's so cool how the Berger Picard has a short coat. Have you ever seen one?,recommend,dogs,2,1
dogs name Bulldog. Bulldog max weight male 50.0. Bulldog playfulness very playful.,Bulldog 50.0 Very Playful,"If you're looking for a playful pet, I'd recommend the Bulldog. It can weigh up to 50 pounds for males and it's very playful. Have you ever seen one?",recommend,dogs,3,1
dogs name Bergamasco Sheepdog. Bergamasco Sheepdog max height male 23.5. Bergamasco Sheepdog good with children kid-friendly.,Bergamasco Sheepdog 23.5 Kid-Friendly,I think you should check out the Bergamasco Sheepdog. It stands up to 23.5 inches tall and is kid-friendly. Have you ever seen one?,recommend,dogs,3,1
dogs name Finnish Spitz. Finnish Spitz barking always barks.,Finnish Spitz Always Barks,"I recommend the Finnish Spitz, a dog that always barks. Have you heard of it?",recommend,dogs,2,1
